英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Hiroki Kawase,川瀬 大輝,LO,クリタウォーターガッシュ昭島（2025-26）,178,95,1994.11.10,31,石見智翠館高校,東海大学,石見智翠館高校 東海大学,A,14,https://league-one.jp/player/483812,,,,,,25/26 Japan Rugby League One - Division 3 (4G) -> 24/25 Japan Rugby League One - Division 3 (4G) -> 22/23 Japan Rugby League One - Division 3 (4G/2T) -> 21/22 Japan Rugby League One - Division 3 (4G)
Kengo Nakamura,中村 謙吾,LO,クリタウォーターガッシュ昭島（2025-26）,185,108,1994.04.20,31,東海大学付属甲府高校,愛知学院大学,東海大学付属甲府高校 愛知学院大学,A,34,https://league-one.jp/player/483813,,,,,,24/25 Japan Rugby League One - Division 3 (12G/1T) -> 23/24 Japan Rugby League One - Division 3 (11G/1T) -> Japan Rugby League One - Division 2 0 0 1  -> 22/23 Japan Rugby League One - Division 3 (8G) -> Japan Rugby League One - Division 2 0 1 1 
Kota Nakamura,中村 匡汰,LO,クリタウォーターガッシュ昭島（2025-26）,188,108,1998.02.21,27,東海大学付属相模高校,東海大学,東海大学付属相模高校 東海大学,A,48,https://league-one.jp/player/483814,,,,,,25/26 Japan Rugby League One - Division 3 (4G/1T) -> 24/25 Japan Rugby League One - Division 3 (13G/3T) -> 23/24 Japan Rugby League One - Division 3 (11G/3T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Japan Rugby League One - Division 3 (11G) -> Japan Rugby League One - Division 2 0 1 1  -> 21/22 Japan Rugby League One - Division 3 (7G/1T)
Kota Hojo,北條 耕太,HO,クリタウォーターガッシュ昭島（2025-26）,174,98,1997.09.14,28,天理高校,天理大学,天理高校 天理大学,A,47,https://league-one.jp/player/483815,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (15G/6T) -> 23/24 Japan Rugby League One - Division 3 (7G/1T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Japan Rugby League One - Division 3 (12G/6T) -> Japan Rugby League One - Division 2 0 1 1  -> 21/22 Japan Rugby League One - Division 3 (7G/2T)
Ryota Kuribara,栗原 良多,HO,クリタウォーターガッシュ昭島（2025-26）,178,113,1995.03.24,30,正智深谷高校,大東文化大学,正智深谷高校 大東文化大学,A,37,https://league-one.jp/player/483816,,,,,,25/26 Japan Rugby League One - Division 3 (2G) -> 24/25 Japan Rugby League One - Division 3 (4G/1T) -> 23/24 Japan Rugby League One - Division 3 (12G/1T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Japan Rugby League One - Division 3 (10G/2T) -> Japan Rugby League One - Division 2 0 1 1 (1G) -> 21/22 Japan Rugby League One - Division 3 (7G)
Rui Kuriyama,栗山 塁,PR,クリタウォーターガッシュ昭島（2025-26）,178,115,1998.08.13,27,桐蔭学園高校,専修大学,桐蔭学園高校 専修大学,A,45,https://league-one.jp/player/483817,,,,,,25/26 Japan Rugby League One - Division 3 (3G) -> 24/25 Japan Rugby League One - Division 3 (14G) -> 23/24 Japan Rugby League One - Division 3 (12G/2T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Japan Rugby League One - Division 3 (8G/1T) -> Japan Rugby League One - Division 2 0 1 1  -> 21/22 Japan Rugby League One - Division 3 (7G)
Kei Shibuya,渋谷 圭,PR,クリタウォーターガッシュ昭島（2025-26）,182,110,1997.07.24,28,大東文化大学第一高校,大東文化大学,大東文化大学第一高校 大東文化大学,A,35,https://league-one.jp/player/483818,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (10G) -> 23/24 Japan Rugby League One - Division 3 (11G/1T) -> 22/23 Japan Rugby League One - Division 3 (7G) -> Japan Rugby League One - Division 2 0 1 1  -> 21/22 Japan Rugby League One - Division 3 (3G)
Shoya Koyama,小山 翔也,PR,クリタウォーターガッシュ昭島（2025-26）,176,107,1996.12.19,29,新潟工業高校,帝京大学,新潟工業高校 帝京大学,A,30,https://league-one.jp/player/483819,,,,,,23/24 Japan Rugby League One - Division 3 (12G/1T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Japan Rugby League One - Division 3 (7G) -> Japan Rugby League One - Division 2 0 1 1  -> 21/22 Japan Rugby League One - Division 3 (7G/1T)
Aki Kajihara,梶原 瑛,PR,クリタウォーターガッシュ昭島（2025-26）,178,107,1996.02.05,29,日川高校,専修大学,日川高校 専修大学,A,21,https://league-one.jp/player/483820,,,,,,24/25 Japan Rugby League One - Division 3 (5G) -> 23/24 Japan Rugby League One - Division 3 (3G) -> 22/23 Japan Rugby League One - Division 3 (7G) -> 21/22 Japan Rugby League One - Division 3 (7G/1T)
Masashi Debuchi,出渕 賢史,PR,クリタウォーターガッシュ昭島（2025-26）,177,113,1990.05.30,35,関西高校,帝京大学,関西高校 帝京大学,A,28,https://league-one.jp/player/483821,,,,,,25/26 Japan Rugby League One - Division 3 (3G) -> 24/25 Japan Rugby League One - Division 3 (4G) -> 23/24 Japan Rugby League One - Division 3 (9G) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Japan Rugby League One - Division 3 (9G) -> Japan Rugby League One - Division 2 0 1 1 (1G)
Teariki Ben-Nicholas,テアレキ ・ベンニコラス,No8,クリタウォーターガッシュ昭島（2025-26）,194,113,1995.07.18,30,Kingscollege,ビクトリア大学,Kingscollege ビクトリア大学,B,22,https://league-one.jp/player/483822,,,,,,25/26 Japan Rugby League One - Division 3 (5G/1T) -> 24/25 Japan Rugby League One - Division 3 (8G/1T) -> 23/24 Japan Rugby League One - Division 3 (10G/3T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Castres (5G) -> Champions Cup 0 0 2  -> 21/22 Castres (16G/2T) -> Champions Cup 0 0 1  -> Challenge Cup 0 0 1  -> 20/21 Super Rugby Trans-Tasman (3G/1T) -> 19/20 Highlanders (5G/1T) -> Super Rugby Aotearoa 2 0 4 
Piers Francis,ピアーズ ・フランシス,SO,クリタウォーターガッシュ昭島（2025-26）,183,92,1990.06.20,35,SaintGeorge’sChurchofEnglandSchool,ケントカレッジ,SaintGeorge’sChurchofEnglandSchool ケントカレッジ,C,23,https://league-one.jp/player/483823,,,,,,25/26 Japan Rugby League One - Division 3 (3G) -> 24/25 Japan Rugby League One - Division 3 (9G/4T) -> 23/24 Premiership Rugby Cup (3G/1T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Premiership (12G/1T) -> Premiership Rugby Cup 0 0 1  -> Challenge Cup 0 1 3  -> 21/22 Northampton (11G) -> Premiership Rugby Cup 1 0 0 (1G) -> Challenge Cup 0 0 1  -> 20/21 Northampton (14G/4T) -> Champions Cup 0 0 1  -> 19/20 Champions Cup (2G) -> Premiership 2 0 7  -> Rugby World Cup 1 0 0  -> 18/19 Northampton (18G/6T) -> Challenge Cup 1 0 2  -> Premiership Rugby Cup 1 0 1 (1G) -> 17/18 Northampton (15G) -> Champions Cup 0 0 4  -> Anglo Welsh Cup 1 0 1  -> 16/17 Super Rugby (13G) -> 15/16 Super Rugby (11G/1T) -> 13/14 Edinburgh (4G)
Issa Hosoya,細矢 一颯,PR,クリタウォーターガッシュ昭島（2025-26）,173,110,2002.01.04,24,関西大学北陽高校,関西大学,関西大学北陽高校 関西大学,A,7,https://league-one.jp/player/483824,,,,,,25/26 Japan Rugby League One - Division 3 (2G) -> 24/25 Japan Rugby League One - Division 3 (5G)
Ryo Hosomoto,細元 亮,WTB,クリタウォーターガッシュ昭島（2025-26）,170,81,2001.06.08,24,高鍋高校,福岡大学,高鍋高校 福岡大学,A,12,https://league-one.jp/player/483825,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (10G/4T)
Hiroki Handa,半田 裕己,SO,クリタウォーターガッシュ昭島（2025-26）,173,84,2001.11.29,24,天理高校,近畿大学,天理高校 近畿大学,A,11,https://league-one.jp/player/483826,,,,,,25/26 Japan Rugby League One - Division 3 (4G) -> 24/25 Japan Rugby League One - Division 3 (6G) -> 23/24 Japan Rugby League One - Division 3 (3G)
Yujin Ikezawa,池澤 佑尽,SO,クリタウォーターガッシュ昭島（2025-26）,180,87,2001.10.11,24,東福岡高校,関西大学,東福岡高校 関西大学,A,3,https://league-one.jp/player/483827,,,,,,25/26 Japan Rugby League One - Division 3 (1G) -> 24/25 Japan Rugby League One - Division 3 (2G)
Yoji Shiina,椎名 耀二,LO,クリタウォーターガッシュ昭島（2025-26）,180,97,2001.08.20,24,幕張総合高校,東海大学,幕張総合高校 東海大学,A,14,https://league-one.jp/player/483828,,,,,,25/26 Japan Rugby League One - Division 3 (2G) -> 24/25 Japan Rugby League One - Division 3 (12G) -> 23/24 Japan Rugby League One - Division 3 (2G)
Katsuki Ishizuka,石塚 勝己,CTB,クリタウォーターガッシュ昭島（2025-26）,183,92,2001.07.06,24,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,10,https://league-one.jp/player/483829,,,,,,25/26 Japan Rugby League One - Division 3 (1G) -> 24/25 Japan Rugby League One - Division 3 (10G/1T)
Quinton Nicols,クイントン ・ニコラス,CTB,クリタウォーターガッシュ昭島（2025-26）,194,104,2002.04.16,23,マウントアルバートグラマーカレ,,マウントアルバートグラマーカレ,B,1,https://league-one.jp/player/485717,,,,,,Not Found
Junior Ahokovi,ジュニア ・アフォコビ,LO,クリタウォーターガッシュ昭島（2025-26）,196,108,2005.07.06,20,オークランドグラマースクール,,オークランドグラマースクール,B,1,https://league-one.jp/player/485718,,,,,,25/26 Japan Rugby League One - Division 3 (4G)
Viliami Helu,ヴィリアミ ・ヘル,BR,クリタウォーターガッシュ昭島（2025-26）,193,107,1996.03.20,29,Monte,Vista,Monte Vista High School Saint Mary’s College of Calif,C,1,https://league-one.jp/player/488097,,,,,,Not Found
Sione Afemui,シオネ ・アフェムイ,No8,クリタウォーターガッシュ昭島（2025-26）,187,120,1999.01.30,26,セントトーマスオブカンタベリー,朝日大学,セントトーマスオブカンタベリー 朝日大学,A,3,https://league-one.jp/player/488120,,,,,,25/26 Japan Rugby League One - Division 3 (2G) -> 23/24 Japan Rugby League One - Division 2 (1G) -> 22/23 Japan Rugby League One - Division 3 (1G)
Adrian Choat,エイドリアン ・チョウト,FL,狭山セコムラガッツ（2025-26）,190,100,1997.11.20,28,リストンカレッジ,リストン大学,リストンカレッジ リストン大学,B,2,https://league-one.jp/player/484081,,,,,,25/26 Japan Rugby League One - Division 3 (5G/1T) -> 24/25 Super Rugby Pacific (11G) -> 23/24 Super Rugby Pacific (13G) -> 22/23 Super Rugby Pacific (12G) -> 21/22 Super Rugby Pacific (17G) -> 20/21 Super Rugby Aotearoa (4G/1T) -> Super Rugby Trans-Tasman 1 0 0  -> 19/20 Auckland (10G/1T)
Sam Slade,サム ・スレイド,LO,狭山セコムラガッツ（2025-26）,197,116,1997.08.28,28,マウントアルバートグラマースクール,オークランド大学,マウントアルバートグラマースクール オークランド大学,C,2,https://league-one.jp/player/484082,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Super Rugby Pacific (13G) -> Pacific Nations Cup 0 0 1  -> 23/24 Super Rugby Pacific (1G) -> Test Matchs 2 0 0  -> Pacific Nations Cup 2 0 2 (1G) -> 22/23 Super Rugby Pacific (6G) -> 21/22 Super Rugby Pacific (9G) -> 20/21 Counties Manukau (1G) -> 19/20 Major League Rugby (5G)
PJ Steenkamp,PJ ・スティーンカンプ,LO,狭山セコムラガッツ（2025-26）,196,117,1998.01.03,28,ホエスコール・ハ—スフォンテイン,ヨハナスブルク大学,ホエスコール・ハ—スフォンテイン ヨハナスブルク大学,B,5,https://league-one.jp/player/484083,,,United Rugby Championship(2CAP),,,25/26 Japan Rugby League One - Division 3 (2G) -> 23/24 Japan Rugby League One - Division 1 (3G/1T) -> 21/22 United Rugby Championship (2G)
Tomasi Naibaruwaga,ナイバルワガ トマシ,WTB,狭山セコムラガッツ（2025-26）,180,98,2002.12.29,23,秋田工業高校,天理大学,秋田工業 天理大学,A,0,https://league-one.jp/player/484084,,,,,,Not Found
Curtis Reid,カーティス ・リード,CTB,狭山セコムラガッツ（2025-26）,188,98,1994.12.11,31,ロングベイカレッジ,マッセー大学,ロングベイカレッジ マッセー大学,A,0,https://league-one.jp/player/484085,,,,,,25/26 Japan Rugby League One - Division 3 (1G/2T)
Daichi Inami,伊波 大地,PR,狭山セコムラガッツ（2025-26）,177,103,2002.10.20,23,東海大相模高校,東海大学,東海大相模高校 東海大学,A,0,https://league-one.jp/player/484086,,,,,,No Data
Syoki Teranishi,寺西 翔生,HO,狭山セコムラガッツ（2025-26）,170,88,2002.05.21,23,常翔学園高校,天理大学,常翔学園高校 天理大学,A,1,https://league-one.jp/player/484087,,,,,,Not Found
Yuga Kawase,川瀬 悠河,LO,狭山セコムラガッツ（2025-26）,188,98,2002.04.03,23,東海大相模高校,東海大学,東海大相模高校 東海大学,A,0,https://league-one.jp/player/484088,,,,,,No Data
Ryunosuke Fujiwara,藤原 竜之丞,WTB,狭山セコムラガッツ（2025-26）,169,73,2002.10.10,23,日本航空石川高校,天理大学,日本航空石川高校 天理大学,A,4,https://league-one.jp/player/484089,,,,,,25/26 Japan Rugby League One - Division 3 (5G/3T) -> 24/25 Japan Rugby League One - Division 2 (2G)
Ikki Morimoto,森元 一気,FL,狭山セコムラガッツ（2025-26）,169,93,2002.10.22,23,尾道高校,帝京大学,尾道高校 帝京大学,A,1,https://league-one.jp/player/484090,,,,,,25/26 Japan Rugby League One - Division 3 (1G/1T)
Chase Tiatia,チェイス ・ティアティア,FB,狭山セコムラガッツ（2025-26）,181,102,1995.10.14,30,Stパトリックカレッジ・シルバーストリーム,,Stパトリックカレッジ・シルバーストリーム,B,18,https://league-one.jp/player/484091,,,,,,25/26 Japan Rugby League One - Division 3 (5G/4T) -> 24/25 Japan Rugby League One - Division 3 (14G/14T) -> Japan Rugby League One - Division 2 0 0 2 (2G) -> 23/24 Super Rugby Pacific (13G/6T) -> 22/23 Super Rugby Pacific (14G) -> 21/22 Super Rugby Pacific (11G/2T) -> 20/21 Super Rugby Aotearoa (5G/1T) -> Super Rugby Trans-Tasman 4 0 1 (2G) -> 19/20 Super Rugby (1G/2T) -> Super Rugby Aotearoa 1 0 3  -> 18/19 Super Rugby (11G/1T)
Daniel Waite,ダニエル ・ウェイト,SO,狭山セコムラガッツ（2025-26）,181,92,1996.04.08,29,ニュープリマス・ボーイズ,,ニュープリマス・ボーイズ高校,B,11,https://league-one.jp/player/484092,,,,,,25/26 Japan Rugby League One - Division 3 (5G/3T) -> 24/25 Japan Rugby League One - Division 3 (7G/4T) -> Japan Rugby League One - Division 2 0 0 2  -> 21/22 Pro D2 (8G/1T) -> 20/21 Taranaki (10G/3T) -> 19/20 Taranaki (5G/1T)
Whetukamokamo Douglas,フェトゥカモカモ ・ダグラス,FL,狭山セコムラガッツ（2025-26）,191,111,1991.04.18,34,ギズボーン,ワイカト大学,ギズボーン高校 ワイカト大学,A,48,https://league-one.jp/player/484093,,,,,,Not Found
TJ Faiane,ティジェイ ・ファイアネ,CTB,狭山セコムラガッツ（2025-26）,180,95,1995.08.24,30,セントケンティガン,,セントケンティガン高校,B,15,https://league-one.jp/player/484094,,,,,,24/25 Japan Rugby League One - Division 3 (7G) -> Japan Rugby League One - Division 2 0 0 1  -> 22/23 Japan Rugby League One - Division 2 (3G) -> 21/22 Japan Rugby League One - Division 2 (4G) -> 20/21 Super Rugby Aotearoa (4G/1T) -> Super Rugby Trans-Tasman 6 0 0 (1G) -> 19/20 Super Rugby (7G) -> Super Rugby Aotearoa 5 0 2 (2G) -> 18/19 Super Rugby (15G/2T) -> 17/18 Super Rugby (8G) -> 16/17 Super Rugby (7G)
Troy Callander,トロイ ・カレンダー,LO,狭山セコムラガッツ（2025-26）,198,111,1994.12.27,31,オタゴボーイズ,,オタゴボーイズ高校,A,17,https://league-one.jp/player/484095,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (13G/1T) -> Japan Rugby League One - Division 2 0 0 2 
Kazuki Ikemura,池村 冬紀,CTB,狭山セコムラガッツ（2025-26）,178,91,2002.01.11,23,川口高校,山梨学院大学,川口高校 山梨学院大学,A,0,https://league-one.jp/player/484096,,,,,,No Data
Motoki Kaneko,金子 元紀,PR,狭山セコムラガッツ（2025-26）,180,116,2001.03.21,24,川口高校,立正大学,川口高校 立正大学,A,11,https://league-one.jp/player/484097,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (9G)
Minato Jinnouchi,陣内 源斗,HO,狭山セコムラガッツ（2025-26）,162,92,2001.02.10,24,尾道高校,立正大学,尾道高校 立正大学,A,1,https://league-one.jp/player/484098,,,,,,24/25 Japan Rugby League One - Division 3 (1G)
Keito Tahara,田原 慶人,SH,狭山セコムラガッツ（2025-26）,163,70,2000.06.25,25,石見智翠館高校,近畿大学,石見智翠館高校 近畿大学,A,1,https://league-one.jp/player/484099,,,,,,25/26 Japan Rugby League One - Division 3 (1G) -> 24/25 Japan Rugby League One - Division 2 (1G)
Yosuke Okuma,大熊 陽介,FL,狭山セコムラガッツ（2025-26）,180,96,1998.04.29,27,國學院栃木高校,同志社大学,國學院栃木高校 同志社大学,A,6,https://league-one.jp/player/484100,,,,,,24/25 Japan Rugby League One - Division 3 (6G)
Riku Mizuno,水野 陸,WTB,狭山セコムラガッツ（2025-26）,175,86,2001.12.21,24,東京高校,中央大学,東京高校 中央大学,A,2,https://league-one.jp/player/484101,,,,,,25/26 Japan Rugby League One - Division 3 (2G/1T)
Tatsuki Kanza,神座 立樹,WTB,狭山セコムラガッツ（2025-26）,178,85,1998.04.25,27,専修大学松戸高校,帝京大学,専修大学松戸高校 帝京大学,A,9,https://league-one.jp/player/484102,,,,,,24/25 Japan Rugby League One - Division 3 (7G/5T) -> Japan Rugby League One - Division 2 0 0 2 (1G)
Koki Iida,飯田 光紀,FL,狭山セコムラガッツ（2025-26）,168,85,1999.09.30,26,日川高校,日本大学,日川高校 日本大学,A,12,https://league-one.jp/player/484103,,,,,,25/26 Japan Rugby League One - Division 3 (4G/1T) -> 24/25 Japan Rugby League One - Division 3 (9G/1T) -> Japan Rugby League One - Division 2 0 0 2 
Ash Paker,パーカー アッシュ,No8,狭山セコムラガッツ（2025-26）,187,108,1988.11.01,37,セントバーナード,ビクトリア大学,セントバーナード高校 ビクトリア大学,A,27,https://league-one.jp/player/484104,,,,,,Not Found
Naoto Shirakawa,白川 直人,PR,狭山セコムラガッツ（2025-26）,174,108,1996.11.22,29,桂高校,日本大学,桂高校 日本大学,A,12,https://league-one.jp/player/484105,,,,,,25/26 Japan Rugby League One - Division 3 (5G/1T) -> 24/25 Japan Rugby League One - Division 3 (8G) -> Japan Rugby League One - Division 2 0 0 2 
Kentaro Ueno,上野 拳太郎,PR,狭山セコムラガッツ（2025-26）,169,106,1994.05.10,31,日大藤沢高校,日本体育大学,日大藤沢高校 日本体育大学,A,19,https://league-one.jp/player/484106,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (15G/1T) -> Japan Rugby League One - Division 2 0 0 2 
Haruya Nakasu,中洲 晴陽,CTB,狭山セコムラガッツ（2025-26）,174,88,2000.01.10,25,筑紫高校,近畿大学,筑紫高校 近畿大学,A,18,https://league-one.jp/player/484107,,,,,,25/26 Japan Rugby League One - Division 3 (4G) -> 24/25 Japan Rugby League One - Division 3 (14G/2T) -> Japan Rugby League One - Division 2 0 0 2 (1G)
Yudai Ishii,石井 雄大,FB,狭山セコムラガッツ（2025-26）,171,78,1997.02.26,28,國學院栃木高校,明治大学,國學院栃木高校 明治大学,A,8,https://league-one.jp/player/484108,,,,,,25/26 Japan Rugby League One - Division 3 (1G) -> 24/25 Japan Rugby League One - Division 3 (8G/1T)
Sotaro Tanaka,田中 創太郎,PR,狭山セコムラガッツ（2025-26）,175,108,2001.10.29,24,國學院久我山高校,青山学院大学,國學院久我山高校 青山学院大学,A,4,https://league-one.jp/player/484109,,,,,,24/25 Japan Rugby League One - Division 3 (2G) -> Japan Rugby League One - Division 2 0 0 2 
Yoshihiro Noguchi,野口 宜裕,WTB,狭山セコムラガッツ（2025-26）,169,71,1994.12.26,31,早稲田摂陵高校,専修大学,早稲田摂陵高校 専修大学,A,2,https://league-one.jp/player/484110,,,,,,24/25 Japan Rugby League One - Division 3 (2G/2T)
Fugo Takada,高,HO,狭山セコムラガッツ（2025-26）,174,102,1999.06.01,26,桐蔭学園高校,筑波大学,桐蔭学園高校 筑波大学,A,1,https://league-one.jp/player/484128,,,,,,25/26 Japan Rugby League One - Division 3 (3G/2T) -> 24/25 Japan Rugby League One - Division 3 (1G)
Eito Tsutsumi,堤 英登,SH,狭山セコムラガッツ（2025-26）,163,68,1997.06.19,28,佐賀工業高校,日本体育大学,佐賀工業高校 日本体育大学,A,12,https://league-one.jp/player/484112,,,,,,24/25 Japan Rugby League One - Division 3 (11G/1T) -> Japan Rugby League One - Division 2 0 0 1 
Fisipuna Tuiaki,フィシプナ ・トゥイアキ,CTB,狭山セコムラガッツ（2025-26）,188,108,1995.01.23,30,日本航空石川高校,天理大学,日本航空石川高校 天理大学,A,20,https://league-one.jp/player/484113,,,,,,25/26 Japan Rugby League One - Division 3 (4G/1T) -> 24/25 Japan Rugby League One - Division 3 (14G/4T) -> Japan Rugby League One - Division 2 0 0 2  -> 22/23 Japan Rugby League One - Division 1 (2G)
Shogo Murakami,村上 翔梧,PR,狭山セコムラガッツ（2025-26）,178,113,1996.08.01,29,新田高校,立正大学,新田高校 立正大学,A,4,https://league-one.jp/player/484114,,,,,,24/25 Japan Rugby League One - Division 3 (3G) -> 21/22 Japan Rugby League One - Division 3 (1G)
Yuki Tsujioka,辻岡 優希,FL,狭山セコムラガッツ（2025-26）,182,98,2001.07.26,24,和歌山工業高校,大東文化大学,和歌山工業高校 大東文化大学,A,4,https://league-one.jp/player/484115,,,,,,24/25 Japan Rugby League One - Division 3 (4G)
Tatsuki Tanina,谷名 樹,HO,狭山セコムラガッツ（2025-26）,175,98,2000.08.20,25,延岡星雲高校,東洋大学,延岡星雲高校 東洋大学,A,17,https://league-one.jp/player/484116,,,,,,25/26 Japan Rugby League One - Division 3 (2G/1T) -> 24/25 Japan Rugby League One - Division 3 (14G/4T) -> Japan Rugby League One - Division 2 0 0 1 
Kosei Kanda,神田 康生,LO,狭山セコムラガッツ（2025-26）,194,105,2001.04.27,24,鹿児島工業高校,流通経済大学,鹿児島工業高校 流通経済大学,A,0,https://league-one.jp/player/484117,,,,,,No Data
Kaito Sugahara,菅原 海人,SO,狭山セコムラガッツ（2025-26）,171,83,2000.08.21,25,京都工学院高校,帝京大学,京都工学院高校 帝京大学,A,2,https://league-one.jp/player/484118,,,,,,25/26 Japan Rugby League One - Division 3 (1G) -> 24/25 Japan Rugby League One - Division 3 (2G)
Shota Okuno,奥野 翔太,HO,狭山セコムラガッツ（2025-26）,177,101,2000.01.15,25,常翔学園高校,帝京大学,常翔学園高校 帝京大学,A,18,https://league-one.jp/player/484119,,,,,,25/26 Japan Rugby League One - Division 3 (5G/1T) -> 24/25 Japan Rugby League One - Division 3 (14G/6T) -> Japan Rugby League One - Division 2 0 0 2 
Ryusuke Yamamoto,山本 龍亮,FL,狭山セコムラガッツ（2025-26）,179,97,1998.06.22,27,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,2,https://league-one.jp/player/484120,,,,,,24/25 Japan Rugby League One - Division 3 (2G/1T)
Shota Kutsuna,忽那 鐘太,SO,狭山セコムラガッツ（2025-26）,180,86,1997.03.19,28,石見智翠館高校,明治大学,石見智翠館高校 明治大学,A,12,https://league-one.jp/player/484121,,,,,,25/26 Japan Rugby League One - Division 3 (3G/1T) -> 24/25 Japan Rugby League One - Division 3 (10G/3T) -> Japan Rugby League One - Division 2 0 0 1 
Kazuki Asakura,朝倉 一稀,LO,狭山セコムラガッツ（2025-26）,184,107,1994.08.06,31,平塚学園高校,国士舘大学,平塚学園高校 国士舘大学,A,5,https://league-one.jp/player/484122,,,,,,24/25 Japan Rugby League One - Division 3 (4G) -> Japan Rugby League One - Division 2 0 0 2 
Yushi Okuda,奥田 勇志,WTB,狭山セコムラガッツ（2025-26）,176,84,2001.10.05,24,新潟工業高校,拓殖大学,新潟工業高校 拓殖大学,A,15,https://league-one.jp/player/484124,,,,,,25/26 Japan Rugby League One - Division 3 (2G) -> 24/25 Japan Rugby League One - Division 3 (12G/10T) -> Japan Rugby League One - Division 2 0 0 2 
Kanta Noguchi,野口 幹太,FB,狭山セコムラガッツ（2025-26）,175,82,1999.09.25,26,東京高校,東海大学,東京高校 東海大学,A,0,https://league-one.jp/player/484125,,,,,,No Data
Kento Mizutani,水谷 健人,FL,狭山セコムラガッツ（2025-26）,183,99,1997.11.12,28,秋田工業高校,帝京大学,秋田工業高校 帝京大学,A,19,https://league-one.jp/player/484126,,,,,,25/26 Japan Rugby League One - Division 3 (5G/2T) -> 24/25 Japan Rugby League One - Division 3 (15G/2T) -> Japan Rugby League One - Division 2 0 0 2 
Tatsuya Hayashi,林 辰哉,CTB,狭山セコムラガッツ（2025-26）,170,84,2000.05.19,25,石見智翠館高校,拓殖大学,石見智翠館高校 拓殖大学,A,0,https://league-one.jp/player/484127,,,,,,No Data
Ayumu Sawada,澤田 歩武,CTB,狭山セコムラガッツ（2025-26）,166,80,1996.08.04,29,専修大学付属高校,専修大学,専修大学付属高校 専修大学,A,7,https://league-one.jp/player/484129,,,,,,25/26 Japan Rugby League One - Division 3 (2G) -> 24/25 Japan Rugby League One - Division 3 (7G/2T)
Shoki Morimoto,森元 翔紀,CTB,狭山セコムラガッツ（2025-26）,167,85,2000.08.09,25,報徳学園高校,近畿大学,報徳学園高校 近畿大学,A,7,https://league-one.jp/player/484130,,,,,,25/26 Japan Rugby League One - Division 3 (2G) -> 24/25 Japan Rugby League One - Division 3 (6G)
Ryoutaro Shimizu,清水 良太郎,SH,狭山セコムラガッツ（2025-26）,168,75,2001.11.18,24,東京高校,東洋大学,東京高校 東洋大学,A,0,https://league-one.jp/player/484131,,,,,,Not Found
Makoto Kurata,倉田 真,PR,狭山セコムラガッツ（2025-26）,176,113,2000.09.06,25,京都成章高校,明治大学,京都成章高校 明治大学,A,5,https://league-one.jp/player/484132,,,,,,24/25 Japan Rugby League One - Division 3 (3G) -> Japan Rugby League One - Division 2 0 0 2 
Tomoya Haraguti,原口 智也,CTB,狭山セコムラガッツ（2025-26）,170,84,1997.11.04,28,佐野日大高校,立命館大学,佐野日大高校 立命館大学,A,0,https://league-one.jp/player/484133,,,,,,Not Found
Kanaru Takahashi,高橋 香成,SH,狭山セコムラガッツ（2025-26）,168,75,1996.09.01,29,東海大相模高校,東海大学,東海大相模高校 東海大学,A,8,https://league-one.jp/player/484134,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (6G/1T)
Itsuki Fujii,藤井 樹,LO,狭山セコムラガッツ（2025-26）,181,103,1995.07.09,30,日本大学高校,帝京大学,日本大学高校 帝京大学,A,12,https://league-one.jp/player/484135,,,,,,24/25 Japan Rugby League One - Division 3 (12G)
Toshiki Sato,佐藤 俊輝,PR,狭山セコムラガッツ（2025-26）,171,105,1997.02.19,28,昌平高校,國學院大大学,昌平高校 國學院大,A,15,https://league-one.jp/player/484136,,,,,,25/26 Japan Rugby League One - Division 3 (5G) -> 24/25 Japan Rugby League One - Division 3 (13G)
