英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url
Shuntaro Kitamura,北村 瞬太郎,SH,静岡ブルーレヴズ（2025-26）,168,77,2002.03.28,23,国学院栃木高校,立命館大学,国学院栃木高校 立命館大学,A,22,https://league-one.jp/player/484194,,,'25 XV,,
Soma Okazaki,岡崎 颯馬,CTB,静岡ブルーレヴズ（2025-26）,177,89,2001.11.20,24,長崎北陽台高校,早稲田大学,長崎北陽台高校 早稲田大学,A,10,https://league-one.jp/player/484195,,,,,
Kaito Sugimoto,杉本 海斗,WTB,静岡ブルーレヴズ（2025-26）,172,77,2001.10.17,24,東京高校,東洋大学,東京高校 東洋大学,A,0,https://league-one.jp/player/484196,,,,,
Ritsuki Nakayama,中山 律希,PR,静岡ブルーレヴズ（2025-26）,169,105,2002.01.10,23,天理高校,明治大学,天理高校 明治大学,A,0,https://league-one.jp/player/484197,,,,,
Sean Vete,ショーン ・ヴェーテー,PR,静岡ブルーレヴズ（2025-26）,190,146,2000.07.03,25,WestlakeBoysHighSchool,IPU・環太平洋大学,WestlakeBoysHighSchool IPU・環太平洋大学,A,28,https://league-one.jp/player/484198,,,,,
Vueti Tupou,ヴェティ ・トゥポウ,FL,静岡ブルーレヴズ（2025-26）,190,128,2000.04.02,25,LeleanMemorialSchool,摂南大学,LeleanMemorialSchool 摂南大学,A,26,https://league-one.jp/player/484199,,,,,
Simon Miller,シモン ・ミラー,FL,静岡ブルーレヴズ（2025-26）,198,113,2001.05.05,24,St.AlbansCollege,,St.AlbansCollege,B,3,https://league-one.jp/player/485057,,,,,
Tony Alofipo,トニー ・アロフィポ,CTB,日野レッドドルフィンズ（2025-26）,186,100,2002.09.11,23,Erindake,College,Erindake College,A,4,https://league-one.jp/player/484575,,,,,
Hinata Hori,堀 日向太,CTB,日野レッドドルフィンズ（2025-26）,174,80,2002.04.08,23,中部大学春日丘高校,筑波大学,中部大学春日丘高校 筑波大学,A,0,https://league-one.jp/player/484576,,,,,
Anpyon Kim,金 昂平,FB,日野レッドドルフィンズ（2025-26）,178,85,2002.08.16,23,大阪朝鮮高校,明治大学,大阪朝鮮 明治大学,A,2,https://league-one.jp/player/484577,,,,,
Kanta Hattori,服部 莞太,SH,日野レッドドルフィンズ（2025-26）,170,72,2002.09.04,23,佐賀工業高校,関東学院大学,佐賀工業高校 関東学院大学,A,0,https://league-one.jp/player/484578,,,,,
Hidetora Nasu,奈須 秀虎,LO,日野レッドドルフィンズ（2025-26）,186,106,2003.02.24,22,日向高校,福岡大学,日向高校 福岡大学,A,0,https://league-one.jp/player/484579,,,,,
Moeki Fukushi,福士 萌起,WTB,日野レッドドルフィンズ（2025-26）,184,90,1999.03.11,26,佐賀工業高校,関東学院大学,佐賀工業高校 関東学院大学,A,15,https://league-one.jp/player/484580,,,'19 U20,,
Kotaro Hatada,畑田 康太朗,SH,日野レッドドルフィンズ（2025-26）,167,69,2000.01.06,26,筑紫丘高校,鹿児島大学,筑紫丘高校 鹿児島大学,A,17,https://league-one.jp/player/484581,,,,,
Keita Doi,土肥 恵太,SO,日野レッドドルフィンズ（2025-26）,177,85,2000.06.05,25,秋田工業高校,明治大学,秋田工業高校 明治大学,A,15,https://league-one.jp/player/484582,,,,,
Towa Taniguchi,谷口 永遠,HO,日野レッドドルフィンズ（2025-26）,173,108,2001.02.22,24,関西大学北陽高校,天理大学,関西大学北陽高校 天理大学,A,26,https://league-one.jp/player/484583,,,'20 U23,,
Ryuji Hirose,広瀬 龍二,CTB,日野レッドドルフィンズ（2025-26）,171,86,2000.04.09,25,日川高校,日本大学,日川高校 日本大学,A,0,https://league-one.jp/player/484584,,,,,
AJ Woulf,エイジェイ ・ウルフ,LO,日野レッドドルフィンズ（2025-26）,196,119,2001.09.03,24,Chancellor State College,,Chancellor State College,B,20,https://league-one.jp/player/484585,,,,,
Yuto Tokuda,徳田 悠人,PR,日野レッドドルフィンズ（2025-26）,176,107,1999.04.27,26,東海大相模高校,東海大学,東海大相模高校 東海大学,A,28,https://league-one.jp/player/484586,,,,,
Shosuke Funaki,船木 頌介,PR,日野レッドドルフィンズ（2025-26）,178,109,1996.09.14,29,秋田工業高校,明治大学,秋田工業高校 明治大学,A,28,https://league-one.jp/player/484587,,,,,
Shun Nakashika,中鹿 駿,FL,日野レッドドルフィンズ（2025-26）,181,107,1998.10.08,27,光泉カトリック高校,天理大学,光泉カトリック高校 天理大学,A,27,https://league-one.jp/player/484588,,,,,
Noah Tovio,ノア ・トビオ,FL,日野レッドドルフィンズ（2025-26）,184,120,1999.02.05,26,札幌山の手高校,東海大学,札幌山の手高校 東海大学,A,28,https://league-one.jp/player/484589,,,,,
Ko Kojima,小島 昂,WTB,日野レッドドルフィンズ（2025-26）,185,90,1998.04.29,27,明大中野高校,明治大学,明大中野高校 明治大学,A,19,https://league-one.jp/player/484590,,,,,
Kuniya Sonoki,園木 邦弥,FL,日野レッドドルフィンズ（2025-26）,175,96,1994.06.10,31,春日丘高校,帝京大学,春日丘高校 帝京大学,A,7,https://league-one.jp/player/484591,,,,,
Shun Tomonaga,朝長 駿,FL,日野レッドドルフィンズ（2025-26）,182,97,1997.02.14,28,長崎北陽台高校,明治大学,長崎北陽台高校 明治大学,A,21,https://league-one.jp/player/484592,,,,,
Kyosuke Horie,堀江 恭佑,No8,日野レッドドルフィンズ（2025-26）,184,107,1990.07.11,35,東京高校,明治大学,東京高校 明治大学,A,32,https://league-one.jp/player/484593,,,'13 U23、日本代表3CAP,,
Junya Lee,李 淳也,FL,日野レッドドルフィンズ（2025-26）,175,90,1993.12.27,32,啓光学園高校,天理大学,啓光学園 天理大学,A,14,https://league-one.jp/player/484594,,,,,
Takehiro Nishimura,西村 雄大,FL,日野レッドドルフィンズ（2025-26）,184,104,1991.09.23,34,高鍋高校,明治大学,高鍋高校 明治大学,A,1,https://league-one.jp/player/484595,,,,,
Makoto Tsuchiya,土屋 眞,PR,日野レッドドルフィンズ（2025-26）,183,117,1990.02.23,35,東海大相模高校,東海大学,東海大相模高校 東海大学,A,11,https://league-one.jp/player/484596,,,,,
Ken Osanai,小山内 健,PR,日野レッドドルフィンズ（2025-26）,177,110,1996.09.22,29,昌平高校,東洋大学,昌平高校 東洋大学,A,3,https://league-one.jp/player/484597,,,,,
Yutaro Danno,檀野 友多郎,PR,日野レッドドルフィンズ（2025-26）,180,111,1998.08.04,27,光泉高校,専修大学,光泉高校 専修大学,A,10,https://league-one.jp/player/484598,,,,,
Sora Ouchi,大内 空,WTB,日野レッドドルフィンズ（2025-26）,177,88,1997.02.16,28,佐野日本大学高校,帝京大学,佐野日本大学高校 帝京大学,A,50,https://league-one.jp/player/484599,,,,,
Yuki Kagoshima,篭島 優輝,SH,日野レッドドルフィンズ（2025-26）,166,70,1994.01.15,31,東京高校,東洋大学,東京高校 東洋大学,A,18,https://league-one.jp/player/484600,,,,,
Kyoji Takano,高野 恭二,FB,日野レッドドルフィンズ（2025-26）,174,83,1996.10.25,29,東福岡高校,青山学院大学,東福岡高校 青山学院大学,A,27,https://league-one.jp/player/484601,,,,,
Suguru Tanaka,田中 秀,SO,日野レッドドルフィンズ（2025-26）,175,83,1998.11.22,27,浦和高校,GriffithUniversity,埼玉県立浦和高校 GriffithUniversity,A,0,https://league-one.jp/player/484603,,,,,
Yujiro Yano,矢野 裕二郎,LO,日野レッドドルフィンズ（2025-26）,192,109,2001.07.07,24,関東学院六浦高校,関東学院大学,関東学院六浦高校 関東学院大学,A,2,https://league-one.jp/player/484604,,,,,
Jyunki Tokota,床田 淳貴,PR,日野レッドドルフィンズ（2025-26）,178,102,2001.12.13,24,桐蔭学園高校,明治大学,桐蔭学園 明治大学,A,5,https://league-one.jp/player/484605,,,,,
Kazuma Yoshimura,吉村 一将,PR,日野レッドドルフィンズ（2025-26）,176,113,2001.08.01,24,流通経済大学柏高校,流通経済大学,流通経済大学柏高校 流通経済大学,A,3,https://league-one.jp/player/484606,,,,,
Kiichi Takagi,高城 喜一,No8,日野レッドドルフィンズ（2025-26）,188,104,2001.12.09,24,金光桐蔭高校,法政大学,金光桐蔭高校 法政大学,A,0,https://league-one.jp/player/484607,,,,,
Takumi Ishimoto,石本 拓巳,FB,日野レッドドルフィンズ（2025-26）,179,82,2001.05.08,24,日本体育大学荏原高校,東洋大学,日本体育大学荏原高校 東洋大学,A,5,https://league-one.jp/player/484608,,,,,
Sora Torigoe,鳥越 空,PR,日野レッドドルフィンズ（2025-26）,176,103,2001.12.27,24,香椎工業高校,福岡大学,香椎工業高校 福岡大学,A,0,https://league-one.jp/player/484609,,,,,
Wynand Grassmann,ワイナンド ・グラスマン,LO,日野レッドドルフィンズ（2025-26）,196,115,1995.01.19,30,Madibaz,,Madibaz,B,1,https://league-one.jp/player/485371,,,,,
Timma Fainga anuku,ティマ ・ファインガヌク,PR,日野レッドドルフィンズ（2025-26）,180,130,2001.12.27,24,Toowoomba grammar school,,Toowoomba grammar school,B,1,https://league-one.jp/player/485372,,,,,
Junpei Noguchi,野口 順平,SO,日野レッドドルフィンズ（2025-26）,166,75,2002.04.14,23,東京高校,帝京大学,東京高校 帝京大学,A,1,https://league-one.jp/player/485373,,,,,
Arito Takahashi,高橋 在人,FL,日野レッドドルフィンズ（2025-26）,184,104,1997.01.09,28,大阪桐蔭高校,大阪体育大学,大阪桐蔭高校 大阪体育大学,A,6,https://league-one.jp/player/485374,,,,,
Josh Fenner,ジョシュ ・フェナー,No8,日野レッドドルフィンズ（2025-26）,197,112,1999.01.09,26,Brisbane,State,Brisbane State High,B,33,https://league-one.jp/player/485375,,,,,
Murray Koster,マリー ・コスター,CTB,日野レッドドルフィンズ（2025-26）,189,99,1999.02.21,26,ST,Andrews,ST Andrews College,B,9,https://league-one.jp/player/485376,,,,,
Simon Hickey,サイモン ・ヒッキー,SO,日野レッドドルフィンズ（2025-26）,175,81,1994.01.12,31,Kings,College,Kings College Massey University,B,21,https://league-one.jp/player/485377,,,,,
Shoei Ijima,井島 彰英,FL,日野レッドドルフィンズ（2025-26）,180,100,2000.10.29,25,熊本西高校,東海大学,熊本西高等学校 東海大学,A,19,https://league-one.jp/player/485378,,,,,
Shogo Tokota,床田 聖悟,CTB,日野レッドドルフィンズ（2025-26）,182,94,1997.09.27,28,桐蔭学園高校,立教大学,桐蔭学園高校 立教大学,A,12,https://league-one.jp/player/485379,,,,,
Taroma Togo,東郷 太朗丸,CTB,日野レッドドルフィンズ（2025-26）,174,88,1994.08.13,31,常総学院高校,流通経済大学,常総学院高校 流通経済大学,A,33,https://league-one.jp/player/485387,,,,,
Daiki Nakagawa,中川 大毅,HO,日野レッドドルフィンズ（2025-26）,174,103,1994.11.07,31,京都外大西高校,朝日大学,京都外大西高校 朝日大学,A,3,https://league-one.jp/player/485388,,,,,
Kousei Tamaki,玉木 皓盛,HO,日野レッドドルフィンズ（2025-26）,177,100,2001.06.04,24,東福岡高校,東海大学,東福岡高校 東海大学,A,13,https://league-one.jp/player/485389,,,,,
Norihiro Aso,麻生 典宏,PR,日野レッドドルフィンズ（2025-26）,174,107,2000.01.26,25,桐蔭学園高校,立教大学,桐蔭学園高校 立教大学,A,0,https://league-one.jp/player/485499,,,,,
Joichiro Iwashita,岩下 丈一郎,CTB,日野レッドドルフィンズ（2025-26）,174,86,1996.11.17,29,九州学院高校,関東学院大学,九州学院高校 関東学院大学,A,13,https://league-one.jp/player/485913,,,,,
Sapoi Viliami,サポイ ・ビリアミ,FL,レッドハリケーンズ大阪（2025-26）,182,103,2002.02.06,23,開志国際高校,摂南大学,開志国際 摂南,A,0,https://league-one.jp/player/484975,,,,,
Lotu Inisi,ロトゥ ・イニシ,No8,レッドハリケーンズ大阪（2025-26）,186,110,1999.03.26,26,WestlakeboysHighschool,,WestlakeboysHighschool,C,0,https://league-one.jp/player/484976,,,,,
Ayuki Yamada,山田 歩季,CTB,レッドハリケーンズ大阪（2025-26）,174,89,2002.07.17,23,京都成章高校,明治大学,京都成章高等学校 明治大学,A,1,https://league-one.jp/player/484977,,,,,
Yoshiki Yamazaki,山サキ,FL,レッドハリケーンズ大阪（2025-26）,182,103,2003.02.17,22,国学院栃木高校,中央大学,国学院栃木高等学校 中央大学,A,0,https://league-one.jp/player/484978,,,,,
Yura Chinen,知念 優来,HO,レッドハリケーンズ大阪（2025-26）,171,98,2002.12.27,23,常翔学園高校,帝京大学,常翔学園高等学校 帝京大学,A,4,https://league-one.jp/player/484979,,,,,
Kanta Kurahashi,倉橋 歓太,No8,レッドハリケーンズ大阪（2025-26）,181,103,2002.06.04,23,東海大学大阪仰星高校,帝京大学,東海大学大阪仰星高等学校 帝京大学,A,7,https://league-one.jp/player/484980,,,,,
Yuta Kawamura,川村 祐太,CTB,レッドハリケーンズ大阪（2025-26）,183,96,2003.02.22,22,関西学院高等部,関西学院大学,関西学院高等部 関西学院大学,A,2,https://league-one.jp/player/484981,,,,,
Ryusei Kaneko,金子 琉聖,LO,レッドハリケーンズ大阪（2025-26）,193,106,2002.05.31,23,佐賀工業高校,明治大学,佐賀工業高等学校 明治大学,A,0,https://league-one.jp/player/484982,,,,,
Shunsuke Abe,安部 駿亮,PR,レッドハリケーンズ大阪（2025-26）,177,115,2002.04.30,23,大分舞鶴高校,青山学院大学,大分舞鶴高等学校 青山学院大学,A,1,https://league-one.jp/player/484983,,,,,
Kenta Komura,小村 健太,FB,レッドハリケーンズ大阪（2025-26）,177,81,1999.12.20,26,ハミルトンボーイズ,帝京大学,ハミルトンボーイズ高校 帝京大学,A,17,https://league-one.jp/player/484984,,,,,
Henry Taefu,ヘンリー ・タエフ,CTB,レッドハリケーンズ大阪（2025-26）,183,100,1993.04.02,32,Otago polytechnic,,Otago polytechnic,C,15,https://league-one.jp/player/484985,,,,,
Elliott Stooke,エリオット ・ストーク,LO,レッドハリケーンズ大阪（2025-26）,198,120,1993.09.10,32,Hartpurycollege,,Hartpurycollege,C,13,https://league-one.jp/player/484986,,,,,
Yuma Fujino,藤野 佑磨,PR,レッドハリケーンズ大阪（2025-26）,181,115,1995.07.29,30,報徳学園高校,立命館大学,報徳学園 立命館大学,A,29,https://league-one.jp/player/484987,,,'15 U20、'15 U23,,
Takuma Yasui,安井 拓馬,WTB,レッドハリケーンズ大阪（2025-26）,177,80,2000.10.26,25,東海大学付属大阪仰星高校,立命館大学,東海大学付属大阪仰星 立命館,A,0,https://league-one.jp/player/484988,,,,,
Fumiya Dobashi,土橋 郁矢,SO,レッドハリケーンズ大阪（2025-26）,181,85,2001.02.13,24,黒沢尻工業高校,東洋大学,黒沢尻工業 東洋大学,A,19,https://league-one.jp/player/484989,,,,,
Shota Takai,高井 翔太,PR,レッドハリケーンズ大阪（2025-26）,171,105,2000.05.24,25,常翔学園高校,帝京大学,常翔学園 帝京,A,16,https://league-one.jp/player/484990,,,,,
Kaito Isono,五十野 海大,LO,レッドハリケーンズ大阪（2025-26）,182,107,2001.03.13,24,八幡工業高校,大阪体育大学,八幡工業 大阪体育,A,11,https://league-one.jp/player/484991,,,,,
Ryongtee Oh,呉 嶺太,SO,レッドハリケーンズ大阪（2025-26）,170,82,1998.09.27,27,大阪朝鮮高校,関西学院大学,大阪朝鮮 関西学院,A,14,https://league-one.jp/player/484992,,,,,
Hiroki Hanada,花田 広樹,FL,レッドハリケーンズ大阪（2025-26）,185,100,1994.07.15,31,東福岡高校,福岡大学,東福岡 福岡,A,28,https://league-one.jp/player/484993,,,,,
Hibiki Noda,野田 響,LO,レッドハリケーンズ大阪（2025-26）,187,103,1998.06.07,27,荒尾高校,帝京大学,荒尾 帝京,A,12,https://league-one.jp/player/484994,,,,,
RYOSEI KOJIMA,小島 燎成,PR,レッドハリケーンズ大阪（2025-26）,183,121,1999.11.20,26,秋田工業高校,大東文化大学,秋田工業 大東文化,A,2,https://league-one.jp/player/484995,,,,,
TAICHI YOSHIZAWA,吉澤 太一,FB,レッドハリケーンズ大阪（2025-26）,175,80,1991.07.18,34,正智深谷高校,立正大学,正智深谷 立正,A,32,https://league-one.jp/player/484996,,,,,
YUICHIRO HOSONO,細野 裕一朗,PR,レッドハリケーンズ大阪（2025-26）,182,112,1993.12.03,32,京都学園高校,京都産業大学,京都学園 京都産業,A,22,https://league-one.jp/player/484997,,,,,
TSUKASA YASUDA,安田 司,No8,レッドハリケーンズ大阪（2025-26）,180,104,1999.03.28,26,常翔学園高校,帝京大学,常翔学園 帝京,A,19,https://league-one.jp/player/484998,,,,,
HISAMITSU SHIMADA,島田 久満,HO,レッドハリケーンズ大阪（2025-26）,173,103,1998.12.10,27,東海大大阪仰星高校,立命館大学,東海大仰星 立命館,A,37,https://league-one.jp/player/484999,,,,,
SHOSUKE FUKASAWA,深澤 翔祐,PR,レッドハリケーンズ大阪（2025-26）,175,110,1998.09.16,27,深谷高校,東洋大学,深谷 東洋,A,19,https://league-one.jp/player/485000,,,,,
KANTA YAMAMOTO,山本 貫太,FB,レッドハリケーンズ大阪（2025-26）,177,85,1996.06.23,29,常翔学園高校,立命館大学,常翔学園 立命館,A,20,https://league-one.jp/player/485001,,,,,
MIFIPOSETI PAEA,パエア ミフィポセチ,CTB,レッドハリケーンズ大阪（2025-26）,180,109,1987.07.06,38,正智深谷高校,埼玉工業大学,正智深谷 埼玉工業,A,36,https://league-one.jp/player/485002,,,日本代表3CAP,,
KAORU TSURUTA,鶴田 馨,CTB,レッドハリケーンズ大阪（2025-26）,177,90,1995.06.28,30,筑紫高校,明治大学,筑紫 明治,A,19,https://league-one.jp/player/485003,,,,,
YONHI KIM,金 勇輝,CTB,レッドハリケーンズ大阪（2025-26）,176,90,1993.03.29,32,大阪朝鮮高校,法政大学,大阪朝鮮 法政,B,16,https://league-one.jp/player/485004,,,'10 高校,,
DAISUKE IBA,射場 大輔,CTB,レッドハリケーンズ大阪（2025-26）,177,93,1997.12.03,28,常翔学園高校,明治大学,常翔学園 明治,A,32,https://league-one.jp/player/485005,,,,,
TOSHIHIRO YAMANOUCHI,山内 俊央,SH,レッドハリケーンズ大阪（2025-26）,164,73,1997.12.03,28,関西学院,関西学院大学,関西学院 関西学院,A,13,https://league-one.jp/player/485006,,,,,
TATSUYA HAMANO,浜野 達也,SH,レッドハリケーンズ大阪（2025-26）,167,78,1994.11.02,31,西陵商業高校,明治大学,西陵商業 明治,A,22,https://league-one.jp/player/485007,,,,,
AKIRA INOUE,井之上 明,SH,レッドハリケーンズ大阪（2025-26）,168,72,1991.04.12,34,尼崎高校,立命館大学,市立尼崎 立命館,A,25,https://league-one.jp/player/485008,,,,,
TARO SATO,佐藤 大朗,FL,レッドハリケーンズ大阪（2025-26）,181,101,1990.04.03,35,国立高校,慶應義塾大学,都立国立 慶應,A,17,https://league-one.jp/player/485009,,,,,
TATSUNARI FUJITA,藤田 達成,LO,レッドハリケーンズ大阪（2025-26）,192,107,1996.12.02,29,東福岡高校,帝京大学,東福岡 帝京,A,37,https://league-one.jp/player/485010,,,'16 U20、'16 U23,,
TORU SUGISHITA,杉下 暢,LO,レッドハリケーンズ大阪（2025-26）,184,108,1992.05.04,33,立命館高校,立命館大学,立命館 立命館,A,41,https://league-one.jp/player/485011,,,,,
HIROMICHI SAKAMOTO,坂本 洋道,PR,レッドハリケーンズ大阪（2025-26）,173,106,1996.04.26,29,国学院栃木,専修大学,国学院栃木 専修,A,29,https://league-one.jp/player/485012,,,,,
YOSUKE NISHIURA,西浦 洋祐,PR,レッドハリケーンズ大阪（2025-26）,175,108,1990.09.29,35,荒尾高校,立命館大学,荒尾 立命館,A,21,https://league-one.jp/player/485013,,,,,
MUNETAKA SASHIDA,指田 宗孝,PR,レッドハリケーンズ大阪（2025-26）,175,116,1994.03.02,31,東山高校,環太平洋大学,東山 環太平洋,A,34,https://league-one.jp/player/485014,,,,,
Yuki Ishii,石井 勇輝,WTB,レッドハリケーンズ大阪（2025-26）,184,96,1996.02.27,29,日大荏原高校,東洋大学,日大荏原 東洋,A,7,https://league-one.jp/player/485015,,,,,
Kentaro Otsuka,大塚 健太郎,HO,レッドハリケーンズ大阪（2025-26）,176,98,1997.03.12,28,佐賀工業高校,明治大学,佐賀工業 明治,A,14,https://league-one.jp/player/485016,,,,,
Yo Sato,佐藤 耀,HO,レッドハリケーンズ大阪（2025-26）,178,100,1994.01.27,31,本郷高校,慶應義塾大学,本郷 慶應義塾,A,35,https://league-one.jp/player/485017,,,,,
Blake Gibson,ブレイク ・ギブソン,No8,レッドハリケーンズ大阪（2025-26）,186,102,1995.04.19,30,セントケンティガン,,セントケンティガン,B,19,https://league-one.jp/player/485018,,,,,
Shinnosuke Toyonaga,豊永 慎之佑,PR,レッドハリケーンズ大阪（2025-26）,178,113,2001.08.25,24,大分舞鶴高校,関西学院大学,大分舞鶴 関西学院,A,6,https://league-one.jp/player/485019,,,,,
Kanta Yoshida,吉田 敢太,HO,レッドハリケーンズ大阪（2025-26）,171,100,2001.09.01,24,大阪桐蔭高校,大阪体育大学,大阪桐蔭 大阪体育,A,1,https://league-one.jp/player/485020,,,,,
Sentaro Fukue,福江 仙太郎,LO,レッドハリケーンズ大阪（2025-26）,188,105,2002.02.05,23,鳴尾高校,立命館大学,鳴尾 立命館,A,2,https://league-one.jp/player/485021,,,,,
Shintaro Fujii,藤井 慎太郎,LO,レッドハリケーンズ大阪（2025-26）,185,105,2001.09.19,24,日本航空高校石川,帝京大学,日本航空高校石川 帝京,A,3,https://league-one.jp/player/485022,,,,,
Itsuki Yano,矢野 樹,FL,レッドハリケーンズ大阪（2025-26）,175,95,2002.01.25,23,東福岡高校,福岡大学,東福岡 福岡,A,0,https://league-one.jp/player/485023,,,,,
Amane Tomioka,冨岡 周,CTB,レッドハリケーンズ大阪（2025-26）,174,90,2001.11.12,24,御所実業高校,関西学院大学,御所実業 関西学院,A,0,https://league-one.jp/player/485024,,,,,
Kenya Nishikawa,西川 賢哉,WTB,レッドハリケーンズ大阪（2025-26）,176,86,2001.06.03,24,桐蔭学園高校,明治大学,桐蔭学園 明治,A,7,https://league-one.jp/player/485025,,,,,
Taiki Yamaguchi,山口 泰輝,FB,レッドハリケーンズ大阪（2025-26）,176,90,2001.11.17,24,長崎北陽台高校,帝京大学,長崎北陽台 帝京,A,18,https://league-one.jp/player/485026,,,,,
Jack OSullivan,ジャック ・オーサリバン,FL,レッドハリケーンズ大阪（2025-26）,188,108,1998.10.01,27,Presentation,Brothers,Presentation Brothers College Cork Cork Callege,B,14,https://league-one.jp/player/485133,,,,,
JP Du Preez,ジェーピー ・デュプレア,LO,レッドハリケーンズ大阪（2025-26）,210,122,1994.11.09,31,Dr E.G.Janesen High school,,Dr E.G.Janesen High school,B,2,https://league-one.jp/player/485134,,,,,
Nick Jooste,ニック ・ユースト,CTB,レッドハリケーンズ大阪（2025-26）,190,94,1997.07.07,28,Hale High School Southern Queensland,,Hale High School Southern Queensland,B,1,https://league-one.jp/player/485135,,,,,
Hayato Ishibashi,石橋 隼,LO,レッドハリケーンズ大阪（2025-26）,189,101,2003.04.08,22,昭和高校,立命館大学,愛知県立昭和高校 立命館大学,A,0,https://league-one.jp/player/493174,,,,,
Yukito Akasako,赤迫 幸知,SH,レッドハリケーンズ大阪（2025-26）,161,65,2003.09.06,22,尾道高校,帝京大学,尾道高校 帝京大学,A,0,https://league-one.jp/player/493175,,,,,
Yuma Kikumoto,菊本 有真,SO,レッドハリケーンズ大阪（2025-26）,177,83,2003.05.13,22,崇徳高校,成蹊大学,"崇徳高校	 成蹊大学",A,0,https://league-one.jp/player/493176,,,,,
Kaishun Azuma,東 海隼,WTB,レッドハリケーンズ大阪（2025-26）,182,84,2003.07.08,22,光泉カトリック高校,明治大学,光泉カトリック高校 明治大学,A,0,https://league-one.jp/player/493237,,,,,
Shuichi Kobayashi,小林 修市,WTB,レッドハリケーンズ大阪（2025-26）,176,83,2003.08.24,22,京都成章高校,京都産業大学,京都成章高校 京都産業大学,A,0,https://league-one.jp/player/493238,,,,,
Papaseea Matelau,パパセーア ・マテラウ,FL,クリタウォーターガッシュ昭島（2025-26）,182,106,2006.06.08,19,SaltLakeHighSchool,,SaltLakeHighSchool,B,1,https://league-one.jp/player/483787,,,,,
Kauri Tipene-Grace,カウリ ・ティペネグレース,UTB,クリタウォーターガッシュ昭島（2025-26）,194,98,2004.03.16,21,アランモアカトリックカレッジ,,アランモアカトリックカレッジ,B,0,https://league-one.jp/player/483788,,,,,
Iori Yokoyama,横山 伊織,CTB,クリタウォーターガッシュ昭島（2025-26）,176,92,2002.05.18,23,流通経済大学附属柏高校,流通経済大学,流通経済大学附属柏高等学校 流通経済大学,A,0,https://league-one.jp/player/483789,,,,,
Takuma Enomoto,榎本 拓真,CTB,クリタウォーターガッシュ昭島（2025-26）,184,88,2002.08.10,23,桐蔭学園高校,青山学院大学,桐蔭学園高等学校 青山学院大学,A,1,https://league-one.jp/player/483790,,,,,
Kosei Otani,大谷 晃生,PR,クリタウォーターガッシュ昭島（2025-26）,182,110,2003.02.14,22,九州学院高校,福岡大学,九州学院高等学校 福岡大学,A,0,https://league-one.jp/player/483791,,,,,
Kai Yamamoto,山本 快,WTB,クリタウォーターガッシュ昭島（2025-26）,176,85,2002.05.15,23,関西学院高等部,関西学院大学,関西学院高等部 関西学院大学,A,3,https://league-one.jp/player/483792,,,,,
Yuki Kawai,河井 祐樹,PR,クリタウォーターガッシュ昭島（2025-26）,184,121,2002.10.05,23,名古屋西高校,中京大学,名古屋西高校 中京大学,A,0,https://league-one.jp/player/483793,,,,,
So Matsushima,松島 聡,CTB,クリタウォーターガッシュ昭島（2025-26）,174,83,2001.01.08,25,大分舞鶴高校,筑波大学,大分舞鶴高校 筑波大学,A,18,https://league-one.jp/player/483794,,,,,
Shogo Yanagita,柳田 翔吾,CTB,クリタウォーターガッシュ昭島（2025-26）,180,85,2000.04.19,25,流通経済大学付属柏高校,流通経済大学,流通経済大学付属柏高校 流通経済大学,A,8,https://league-one.jp/player/483795,,,,,
Ren Shinwada,新和田 錬,SH,クリタウォーターガッシュ昭島（2025-26）,171,76,2000.05.15,25,尾道高校,同志社大学,尾道高校 同志社大学,A,17,https://league-one.jp/player/483796,,,'20 U23,,
Ryutaro Iguchi,井口 龍太郎,HO,クリタウォーターガッシュ昭島（2025-26）,178,95,2000.06.27,25,静岡聖光学院高校,法政大学,静岡聖光学院高校 法政大学,A,11,https://league-one.jp/player/483797,,,,,
Daymon Leasuasu,デーモン ・レエスアス,LO,クリタウォーターガッシュ昭島（2025-26）,200,115,1993.01.20,32,AorereCollege,オークランド大学,AorereCollege オークランド大学,A,25,https://league-one.jp/player/483798,,,,,
Koshi Emoto,江本 洸志,FB,クリタウォーターガッシュ昭島（2025-26）,173,78,2000.01.12,25,日本航空高校石川,天理大学,日本航空高校石川 天理大学,A,20,https://league-one.jp/player/483799,,,,,
Daiki Yokota,横田 大輝,CTB,クリタウォーターガッシュ昭島（2025-26）,185,95,1999.09.21,26,深谷高校,東海大学,深谷高校 東海大学,A,13,https://league-one.jp/player/483800,,,,,
Kakeru Sugihara,杉原 駿,SH,クリタウォーターガッシュ昭島（2025-26）,172,75,1999.12.15,26,大阪桐蔭高校,帝京大学,大阪桐蔭高校 帝京大学,A,26,https://league-one.jp/player/483801,,,,,
Tevita Oto,テビタ ・オト,FL,クリタウォーターガッシュ昭島（2025-26）,185,111,1998.03.07,27,トンガカレッジ,日本大学,トンガカレッジ 日本大学,A,24,https://league-one.jp/player/483802,,,,,
Kai Yamasaki,山サキ,LO,クリタウォーターガッシュ昭島（2025-26）,188,103,1999.06.06,26,佐賀工業高校,関東学院大学,佐賀工業高校 関東学院大学,A,4,https://league-one.jp/player/483803,,,,,
