=== Missing Nationality Report ===
Total: 3834

Name: Hiroki Kumoyama (雲山 弘貴) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484534
Name: G. Barton (G. Barton) | Team: Gloucester Rugby (premiership) | URL: 
Name: G. Dufty (G. Dufty) | Team: Gloucester Rugby (premiership) | URL: 
Name: G. Pearson (G. Pearson) | Team: Leicester Tigers (premiership) | URL: 
Name: G. Fisilau (G. Fisilau) | Team: Exeter Chiefs (premiership) | URL: 
Name: S. Kerrod (S. Kerrod) | Team: Harlequins (premiership) | URL: 
Name: A. Bradshaw (A. Bradshaw) | Team: Sale Sharks (premiership) | URL: 
Name: H. Obatoyinbo (H. Obatoyinbo) | Team: Newcastle Falcons (premiership) | URL: 
Name: A. Caqusau (A. Caqusau) | Team: Northampton Saints (premiership) | URL: 
Name: G. Taylor (G. Taylor) | Team: Bristol Bears (premiership) | URL: 
Name: E. Opoku Gyamfi (E. Opoku Gyamfi) | Team: Bath Rugby (premiership) | URL: 
Name: P. Paramore (P. Paramore) | Team: Gloucester Rugby (premiership) | URL: 
Name: E. Prowse (E. Prowse) | Team: Northampton Saints (premiership) | URL: 
Name: E. Richards (E. Richards) | Team: Bath Rugby (premiership) | URL: 
Name: P. Bell (P. Bell) | Team: Sale Sharks (premiership) | URL: 
Name: P. Brantingham (P. Brantingham) | Team: Saracens (premiership) | URL: 
Name: A. Brocklebank (A. Brocklebank) | Team: Newcastle Falcons (premiership) | URL: 
Name: E. Surrey (E. Surrey) | Team: Bristol Bears (premiership) | URL: 
Name: G. Marsh (G. Marsh) | Team: Leicester Tigers (premiership) | URL: 
Name: A. Benson (A. Benson) | Team: Northampton Saints (premiership) | URL: 
Name: D. Bleuler (D. Bleuler) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Manz (J. Manz) | Team: Leicester Tigers (premiership) | URL: 
Name: S. Coetzee (S. Coetzee) | Team: Newcastle Falcons (premiership) | URL: 
Name: H. Bokenham (H. Bokenham) | Team: Gloucester Rugby (premiership) | URL: 
Name: I. Emanuel (I. Emanuel) | Team: Bath Rugby (premiership) | URL: 
Name: K. Jenkins (K. Jenkins) | Team: Bristol Bears (premiership) | URL: 
Name: L. Friday (L. Friday) | Team: Harlequins (premiership) | URL: 
Name: L. Chawatama (L. Chawatama) | Team: Bristol Bears (premiership) | URL: 
Name: L. Kolade (L. Kolade) | Team: Harlequins (premiership) | URL: 
Name: L. Pearson (L. Pearson) | Team: Exeter Chiefs (premiership) | URL: 
Name: L. Schmid (L. Schmid) | Team: Harlequins (premiership) | URL: 
Name: H. Ascherl (H. Ascherl) | Team: Exeter Chiefs (premiership) | URL: 
Name: H. Beaton (H. Beaton) | Team: Saracens (premiership) | URL: 
Name: H. Bellamy (H. Bellamy) | Team: Gloucester Rugby (premiership) | URL: 
Name: H. Browne (H. Browne) | Team: Harlequins (premiership) | URL: 
Name: S. Driscoll (S. Driscoll) | Team: Harlequins (premiership) | URL: 
Name: H. Cuckson (H. Cuckson) | Team: Bath Rugby (premiership) | URL: 
Name: H. Davies (H. Davies) | Team: Sale Sharks (premiership) | URL: 
Name: H. Faiva (H. Faiva) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Gonzalez (J. Gonzalez) | Team: Saracens (premiership) | URL: 
Name: L. Sinclair (L. Sinclair) | Team: Exeter Chiefs (premiership) | URL: 
Name: K. Verden (K. Verden) | Team: Bath Rugby (premiership) | URL: 
Name: L. Chessum (L. Chessum) | Team: Leicester Tigers (premiership) | URL: 
Name: M. Pepper (M. Pepper) | Team: Bristol Bears (premiership) | URL: 
Name: L. Johnson (L. Johnson) | Team: Saracens (premiership) | URL: 
Name: L. de Bruin (L. de Bruin) | Team: Newcastle Falcons (premiership) | URL: 
Name: K. Cripps (K. Cripps) | Team: Bristol Bears (premiership) | URL: 
Name: K. James (K. James) | Team: Exeter Chiefs (premiership) | URL: 
Name: M. Boyle-Tiatia (M. Boyle-Tiatia) | Team: Gloucester Rugby (premiership) | URL: 
Name: M. Austin (M. Austin) | Team: Gloucester Rugby (premiership) | URL: 
Name: T. Christie (T. Christie) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Musk (J. Musk) | Team: Harlequins (premiership) | URL: 
Name: J. Newton (J. Newton) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Carrington (J. Carrington) | Team: Bristol Bears (premiership) | URL: 
Name: J. Owen (J. Owen) | Team: Bristol Bears (premiership) | URL: 
Name: J. Pater (J. Pater) | Team: Northampton Saints (premiership) | URL: 
Name: T. Curtis (T. Curtis) | Team: Sale Sharks (premiership) | URL: 
Name: T. Cowan (T. Cowan) | Team: Bath Rugby (premiership) | URL: 
Name: F. Renwick (F. Renwick) | Team: Newcastle Falcons (premiership) | URL: 
Name: F. Baker (F. Baker) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Staples (J. Staples) | Team: Harlequins (premiership) | URL: 
Name: H. Andrews (H. Andrews) | Team: Sale Sharks (premiership) | URL: 
Name: K. Blose (K. Blose) | Team: Exeter Chiefs (premiership) | URL: 
Name: L. James (L. James) | Team: Sale Sharks (premiership) | URL: 
Name: R. Russell (R. Russell) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Iosefa-Scott (J. Iosefa-Scott) | Team: Exeter Chiefs (premiership) | URL: 
Name: J. Heaven (J. Heaven) | Team: Exeter Chiefs (premiership) | URL: 
Name: J. Jenkins (J. Jenkins) | Team: Bristol Bears (premiership) | URL: 
Name: J. Hawkins (J. Hawkins) | Team: Newcastle Falcons (premiership) | URL: 
Name: K. Gentry (K. Gentry) | Team: Exeter Chiefs (premiership) | URL: 
Name: K. Freeman Price (K. Freeman Price) | Team: Gloucester Rugby (premiership) | URL: 
Name: K. Tuipulotu (K. Tuipulotu) | Team: Bath Rugby (premiership) | URL: 
Name: L. Trevett (L. Trevett) | Team: Bristol Bears (premiership) | URL: 
Name: J. Spandler (J. Spandler) | Team: Bath Rugby (premiership) | URL: 
Name: S. Adejimi (S. Adejimi) | Team: Newcastle Falcons (premiership) | URL: 
Name: T. Cairns (T. Cairns) | Team: Exeter Chiefs (premiership) | URL: 
Name: K. Izu (K. Izu) | Team: Leicester Tigers (premiership) | URL: 
Name: T. Baker (T. Baker) | Team: Bristol Bears (premiership) | URL: 
Name: J. Edwards-Giraud (J. Edwards-Giraud) | Team: Gloucester Rugby (premiership) | URL: 
Name: S. Krippner (S. Krippner) | Team: Sale Sharks (premiership) | URL: 
Name: E. Atuanya (E. Atuanya) | Team: Northampton Saints (premiership) | URL: 
Name: J. Halliwell (J. Halliwell) | Team: Bristol Bears (premiership) | URL: 
Name: H. Skinner (H. Skinner) | Team: Exeter Chiefs (premiership) | URL: 
Name: M. Dehauteur (M. Dehauteur) | Team: Saracens (premiership) | URL: 
Name: J. Doorey-Palmer (J. Doorey-Palmer) | Team: Harlequins (premiership) | URL: 
Name: J. Dun (J. Dun) | Team: Bristol Bears (premiership) | URL: 
Name: J. Basham (J. Basham) | Team: Gloucester Rugby (premiership) | URL: 
Name: O. Beckerleg (O. Beckerleg) | Team: Exeter Chiefs (premiership) | URL: 
Name: J. Clement (J. Clement) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Carpenter (J. Carpenter) | Team: Sale Sharks (premiership) | URL: 
Name: J. Cherry (J. Cherry) | Team: Leicester Tigers (premiership) | URL: 
Name: J. Thompson (J. Thompson) | Team: Leicester Tigers (premiership) | URL: 
Name: J. Venter (J. Venter) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Benz-Salomon (J. Benz-Salomon) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Kenningham (J. Kenningham) | Team: Harlequins (premiership) | URL: 
Name: S. Benitez Cruz (S. Benitez Cruz) | Team: Newcastle Falcons (premiership) | URL: 
Name: T. Gordon (T. Gordon) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Cotgreave (J. Cotgreave) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Stewart (J. Stewart) | Team: Leicester Tigers (premiership) | URL: 
Name: J. Cowell (J. Cowell) | Team: Northampton Saints (premiership) | URL: 
Name: H. Hyde (H. Hyde) | Team: Harlequins (premiership) | URL: 
Name: E. Caine (E. Caine) | Team: Sale Sharks (premiership) | URL: 
Name: D. Hodkinson (D. Hodkinson) | Team: Sale Sharks (premiership) | URL: 
Name: E. Williams (E. Williams) | Team: Harlequins (premiership) | URL: 
Name: D. John (D. John) | Team: Exeter Chiefs (premiership) | URL: 
Name: E. Bevan (E. Bevan) | Team: Bristol Bears (premiership) | URL: 
Name: T. Tua (T. Tua) | Team: Exeter Chiefs (premiership) | URL: 
Name: E. van Rhyn (E. van Rhyn) | Team: Sale Sharks (premiership) | URL: 
Name: T. Cardall (T. Cardall) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Bracken (J. Bracken) | Team: Saracens (premiership) | URL: 
Name: J. Benson (J. Benson) | Team: Harlequins (premiership) | URL: 
Name: J. Jones (J. Jones) | Team: Harlequins (premiership) | URL: 
Name: J. Hodge (J. Hodge) | Team: Exeter Chiefs (premiership) | URL: 
Name: L. Davidson (L. Davidson) | Team: Saracens (premiership) | URL: 
Name: L. Green (L. Green) | Team: Northampton Saints (premiership) | URL: 
Name: L. Gulley (L. Gulley) | Team: Exeter Chiefs (premiership) | URL: 
Name: L. Young (L. Young) | Team: Saracens (premiership) | URL: 
Name: K. Mona (K. Mona) | Team: Exeter Chiefs (premiership) | URL: 
Name: K. Hill (K. Hill) | Team: Bristol Bears (premiership) | URL: 
Name: J. Dickens (J. Dickens) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Davis (J. Davis) | Team: Newcastle Falcons (premiership) | URL: 
Name: J. Roots (J. Roots) | Team: Exeter Chiefs (premiership) | URL: 
Name: J. Ramm (J. Ramm) | Team: Northampton Saints (premiership) | URL: 
Name: J. Vermeulen (J. Vermeulen) | Team: Sale Sharks (premiership) | URL: 
Name: C. Hutchison (C. Hutchison) | Team: Newcastle Falcons (premiership) | URL: 
Name: C. Jordan (C. Jordan) | Team: Gloucester Rugby (premiership) | URL: 
Name: C. Chapman (C. Chapman) | Team: Exeter Chiefs (premiership) | URL: 
Name: C. Miell (C. Miell) | Team: Leicester Tigers (premiership) | URL: 
Name: C. Munga (C. Munga) | Team: Northampton Saints (premiership) | URL: 
Name: H. Walker (H. Walker) | Team: Northampton Saints (premiership) | URL: 
Name: H. Thacker (H. Thacker) | Team: Bristol Bears (premiership) | URL: 
Name: P. Brown-Bampoe (P. Brown-Bampoe) | Team: Exeter Chiefs (premiership) | URL: 
Name: Robert du Preez (Robert du Preez) | Team: Sale Sharks (premiership) | URL: 
Name: R. Beeckmans (R. Beeckmans) | Team: Newcastle Falcons (premiership) | URL: 
Name: B. Langton-Cryer (B. Langton-Cryer) | Team: Harlequins (premiership) | URL: 
Name: B. Hammersley (B. Hammersley) | Team: Exeter Chiefs (premiership) | URL: 
Name: H. Wilson (H. Wilson) | Team: Saracens (premiership) | URL: 
Name: G. McGuigan (G. McGuigan) | Team: Newcastle Falcons (premiership) | URL: 
Name: A. Ridgway (A. Ridgway) | Team: Bath Rugby (premiership) | URL: 
Name: A. Fasogbon (A. Fasogbon) | Team: Gloucester Rugby (premiership) | URL: 
Name: A. Longstaff (A. Longstaff) | Team: Sale Sharks (premiership) | URL: 
Name: A. Hall (A. Hall) | Team: Saracens (premiership) | URL: 
Name: A. Hearle (A. Hearle) | Team: Newcastle Falcons (premiership) | URL: 
Name: P. Pearce (P. Pearce) | Team: Bristol Bears (premiership) | URL: 
Name: B. Janse van Rensburg (B. Janse van Rensburg) | Team: Bristol Bears (premiership) | URL: 
Name: E. Daly (E. Daly) | Team: Saracens (premiership) | URL: 
Name: C. James (C. James) | Team: Gloucester Rugby (premiership) | URL: 
Name: C. Hancock (C. Hancock) | Team: Newcastle Falcons (premiership) | URL: 
Name: E. Clarke (E. Clarke) | Team: Harlequins (premiership) | URL: 
Name: E. Morris (E. Morris) | Team: Bristol Bears (premiership) | URL: 
Name: R. Ma'asi-White (R. Ma'asi-White) | Team: Sale Sharks (premiership) | URL: 
Name: R. Logan (R. Logan) | Team: Sale Sharks (premiership) | URL: 
Name: R. Lane (R. Lane) | Team: Bristol Bears (premiership) | URL: 
Name: P. Hogg (P. Hogg) | Team: Sale Sharks (premiership) | URL: 
Name: O. Usher (O. Usher) | Team: Newcastle Falcons (premiership) | URL: 
Name: O. Woodburn (O. Woodburn) | Team: Exeter Chiefs (premiership) | URL: 
Name: O. Harris (O. Harris) | Team: Bristol Bears (premiership) | URL: 
Name: R. Crowley (R. Crowley) | Team: Leicester Tigers (premiership) | URL: 
Name: O. James (O. James) | Team: Exeter Chiefs (premiership) | URL: 
Name: E. Staddon (E. Staddon) | Team: Bath Rugby (premiership) | URL: 
Name: E. Todaro (E. Todaro) | Team: Northampton Saints (premiership) | URL: 
Name: H. Taylor (H. Taylor) | Team: Gloucester Rugby (premiership) | URL: 
Name: D. Hanson (D. Hanson) | Team: Sale Sharks (premiership) | URL: 
Name: B. Earl (B. Earl) | Team: Saracens (premiership) | URL: 
Name: J. Maloney (J. Maloney) | Team: Bath Rugby (premiership) | URL: 
Name: J. Bailey (J. Bailey) | Team: Exeter Chiefs (premiership) | URL: 
Name: F. Harding (F. Harding) | Team: Bristol Bears (premiership) | URL: 
Name: S. Kerr (S. Kerr) | Team: Harlequins (premiership) | URL: 
Name: M. Moloney (M. Moloney) | Team: Exeter Chiefs (premiership) | URL: 
Name: E. Iyogun (E. Iyogun) | Team: Northampton Saints (premiership) | URL: 
Name: R. Segun (R. Segun) | Team: Saracens (premiership) | URL: 
Name: R. Capstick (R. Capstick) | Team: Exeter Chiefs (premiership) | URL: 
Name: C. Treacey (C. Treacey) | Team: Bath Rugby (premiership) | URL: 
Name: R. Isgro (R. Isgro) | Team: Harlequins (premiership) | URL: 
Name: J. Williams (J. Williams) | Team: Bristol Bears (premiership) | URL: 
Name: I. Mears (I. Mears) | Team: Bath Rugby (premiership) | URL: 
Name: H. James (H. James) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Innard (J. Innard) | Team: Gloucester Rugby (premiership) | URL: 
Name: J. Hadfield (J. Hadfield) | Team: Saracens (premiership) | URL: 
Name: T. Elliott (T. Elliott) | Team: Saracens (premiership) | URL: 
Name: J. Harper (J. Harper) | Team: Sale Sharks (premiership) | URL: 
Name: J. Harrison (J. Harrison) | Team: Bath Rugby (premiership) | URL: 
Name: J. Coetzee (J. Coetzee) | Team: Bath Rugby (premiership) | URL: 
Name: J. Grayson (J. Grayson) | Team: Newcastle Falcons (premiership) | URL: 
Name: E. Burger (E. Burger) | Team: Exeter Chiefs (premiership) | URL: 
Name: E. Caven (E. Caven) | Team: Gloucester Rugby (premiership) | URL: 
Name: F. McMillan (F. McMillan) | Team: Harlequins (premiership) | URL: 
Name: K. Sylvester-Junior (K. Sylvester-Junior) | Team: Saracens (premiership) | URL: 
Name: K. Pearce-Paul (K. Pearce-Paul) | Team: Saracens (premiership) | URL: 
Name: I. Jenkins (I. Jenkins) | Team: Exeter Chiefs (premiership) | URL: 
Name: T. Carr-Smith (T. Carr-Smith) | Team: Bath Rugby (premiership) | URL: 
Name: J. Murray (J. Murray) | Team: Harlequins (premiership) | URL: 
Name: J. Morris (J. Morris) | Team: Gloucester Rugby (premiership) | URL: 
Name: S. Townsend (S. Townsend) | Team: Harlequins (premiership) | URL: 
Name: I. Davies (I. Davies) | Team: Bath Rugby (premiership) | URL: 
Name: J. Bennett (J. Bennett) | Team: Bath Rugby (premiership) | URL: 
Name: F. Lockwood (F. Lockwood) | Team: Newcastle Falcons (premiership) | URL: 
Name: L. Yendle (L. Yendle) | Team: Harlequins (premiership) | URL: 
Name: C. Turnbull (C. Turnbull) | Team: Newcastle Falcons (premiership) | URL: 
Name: F. Stevens (F. Stevens) | Team: Gloucester Rugby (premiership) | URL: 
Name: C. Ulcoq (C. Ulcoq) | Team: Northampton Saints (premiership) | URL: 
Name: C. West (C. West) | Team: Saracens (premiership) | URL: 
Name: C. Wright (C. Wright) | Team: Northampton Saints (premiership) | URL: 
Name: C. Powell (C. Powell) | Team: Bristol Bears (premiership) | URL: 
Name: E. Grayson (E. Grayson) | Team: Newcastle Falcons (premiership) | URL: 
Name: E. Ilione (E. Ilione) | Team: Leicester Tigers (premiership) | URL: 
Name: D. Eite (D. Eite) | Team: Gloucester Rugby (premiership) | URL: 
Name: D. Frost (D. Frost) | Team: Bath Rugby (premiership) | URL: 
Name: D. Gwynne (D. Gwynne) | Team: Gloucester Rugby (premiership) | URL: 
Name: T. Kofe (T. Kofe) | Team: Leicester Tigers (premiership) | URL: 
Name: T. James (T. James) | Team: Northampton Saints (premiership) | URL: 
Name: T. Raymont (T. Raymont) | Team: Sale Sharks (premiership) | URL: 
Name: A. Heaney (A. Heaney) | Team: Harlequins (premiership) | URL: 
Name: H. Palmer (H. Palmer) | Team: Leicester Tigers (premiership) | URL: 
Name: S. McIntyre (S. McIntyre) | Team: Sale Sharks (premiership) | URL: 
Name: I. Akinrowo (I. Akinrowo) | Team: Exeter Chiefs (premiership) | URL: 
Name: J. Bedlow (J. Bedlow) | Team: Sale Sharks (premiership) | URL: 
Name: A. Green (A. Green) | Team: Bath Rugby (premiership) | URL: 
Name: O. Fletcher (O. Fletcher) | Team: Newcastle Falcons (premiership) | URL: 
Name: N. Jibulu (N. Jibulu) | Team: Sale Sharks (premiership) | URL: 
Name: J. Gorleku (J. Gorleku) | Team: Harlequins (premiership) | URL: 
Name: S. Scott (S. Scott) | Team: Bristol Bears (premiership) | URL: 
Name: Marc-Elie KOUASSI (Marc-Elie KOUASSI) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/marc-elie-kouassi
Name: H. Tizard (H. Tizard) | Team: Saracens (premiership) | URL: 
Name: Alfie GRIFFIN (Alfie GRIFFIN) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/alfie-griffin
Name: Gryff WATKINS (Gryff WATKINS) | Team: Scarlets (urc) | URL: https://all.rugby/player/gryff-watkins
Name: Sam WILLIAMS (サム ウィリアムズ) | Team: Scarlets (urc) | URL: https://all.rugby/player/sam-williams-21689
Name: Martin LABARTHE (Martin LABARTHE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/martin-labarthe
Name: Aiden AINSWORTH-CAVE (Aiden AINSWORTH-CAVE) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/aiden-ainsworth-cave
Name: Cerrig SMITH (Cerrig スミス) | Team: Dragons (urc) | URL: https://all.rugby/player/cerrig-smith
Name: Louis COMPANYO (Louis COMPANYO) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/louis-companyo
Name: George HENDY (George HENDY) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/george-hendy
Name: Archie GRIFFIN (Archie GRIFFIN) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/archie-griffin
Name: Hugo PICHARDIE (Hugo PICHARDIE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/hugo-pichardie
Name: Simon DAROQUE (Simon DAROQUE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/simon-daroque
Name: Neil LE ROUX (Neil LE ROUX) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/neil-le-roux
Name: Jean-Charles DUPLEIX (Jean-Charles DUPLEIX) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/jean-charles-dupleix
Name: Mathis CAUBLOT (Mathis CAUBLOT) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/mathis-caublot
Name: Charlie ULCOQ (Charlie ULCOQ) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/charlie-ulcoq
Name: Luke GREEN (Luke GREEN) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/luke-green
Name: Pablo MONTERO (Pablo MONTERO) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/pablo-montero
Name: Jack DEEGAN (ジャック ディーガン) | Team: Leinster (urc) | URL: https://all.rugby/player/jack-deegan
Name: Sacha SEGARD (Sacha SEGARD) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/sacha-segard
Name: James BENNETT (James BENNETT) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/james-bennett
Name: M. Smith (M. Smith) | Team: Harlequins (premiership) | URL: 
Name: Joseff JONES (Joseff JONES) | Team: Cardiff (urc) | URL: https://all.rugby/player/joseff-jones
Name: Arthur GREEN (Arthur GREEN) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/arthur-green
Name: Tom DUNN (Tom DUNN) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/tom-dunn
Name: Jasper SPANDLER (Jasper SPANDLER) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/jasper-spandler
Name: Noa TINNIRELLO (Noa TINNIRELLO) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/noa-tinnirello
Name: Louis JACQUOT (Louis JACQUOT) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/louis-jacquot
Name: Tom LOCKETT (Tom LOCKETT) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/tom-lockett
Name: Valentin DELPY (Valentin DELPY) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/valentin-delpy
Name: Jack KELLEHER (Jack KELLEHER) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/jack-kelleher
Name: Eliot BARRIE (Eliot BARRIE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/eliot-barrie
Name: Gabe WILLIAMS (Gabe ウィリアムズ) | Team: Cardiff (urc) | URL: https://all.rugby/player/gabe-williams
Name: Caelan CARSON-JONES (ケーラン CARSON JONES) | Team: Ospreys (urc) | URL: https://all.rugby/player/caelan-carson-jones
Name: Heinz LEMOTO (Heinz LEMOTO) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/heinz-lemoto
Name: Jack LEWIS (Jack LEWIS) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/jack-lewis
Name: Henry POLLOCK (Henry POLLOCK) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/henry-pollock
Name: Hugo SOUBRE (Hugo SOUBRE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/hugo-soubre
Name: Codi PURNELL (コディ パーネル) | Team: Dragons (urc) | URL: https://all.rugby/player/codi-purnell
Name: Tomas RAPETTI (Tomas RAPETTI) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/tomas-rapetti
Name: Lukas AMATI (Lukas AMATI) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/lukas-amati
Name: Rafael GALLARDO (Rafael GALLARDO) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/rafael-gallardo
Name: Tom COWAN (Tom COWAN) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/tom-cowan
Name: Melvin WEVERS (Melvin WEVERS) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/melvin-wevers
Name: Axel MIRANDE (Axel MIRANDE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/axel-mirande
Name: Hugo DESCUBE (Hugo DESCUBE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/hugo-descube
Name: Tom WEST (Tom WEST) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/tom-west
Name: Harri LEWIS (Harri LEWIS) | Team: Cardiff (urc) | URL: https://all.rugby/player/harri-lewis
Name: Josh ERICSON (ジョシュ エリクソン) | Team: Leinster (urc) | URL: https://all.rugby/player/josh-ericson
Name: Connor TREACEY (Connor TREACEY) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/connor-treacey
Name: Mathis GIL (Mathis GIL) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/mathis-gil
Name: Enoch OPOKU-GYAMFI (Enoch OPOKU-GYAMFI) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/enoch-opoku-gyamfi
Name: Callum CHICK (Callum CHICK) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/callum-chick
Name: Emeka ATUANYA (Emeka ATUANYA) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/emeka-atuanya
Name: Theo GUIRAL (Theo GUIRAL) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/theo-guiral
Name: Freddie ST JOHN (Freddie ST JOHN) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/freddie-st-john
Name: Tyler OFFIAH (Tyler OFFIAH) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/tyler-offiah
Name: Titi NOFOAGATOTOA (Titi NOFOAGATOTOA) | Team: Western Force (super-rugby) | URL: https://all.rugby/player/titi-nofoagatotoa
Name: Kepu TUIPULOTU (Kepu TUIPULOTU) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/kepu-tuipulotu
Name: Will JEANES (Will JEANES) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/will-jeanes
Name: Lomig JOUANNY (Lomig JOUANNY) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/lomig-jouanny
Name: Oriol MARSINYAC (Oriol MARSINYAC) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/oriol-marsinyac
Name: Siep WALTA (Siep WALTA) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/siep-walta
Name: Matolu PETAIA (Matolu PETAIA) | Team: Hurricanes (super-rugby) | URL: https://all.rugby/player/matolu-petaia
Name: Loic VARENNES (Loic VARENNES) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/loic-varennes
Name: Jonny WEIMANN (Jonny WEIMANN) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/jonny-weimann
Name: James MALONEY (James MALONEY) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/james-maloney
Name: Tom LE HELLARD (Tom LE HELLARD) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/tom-le-hellard
Name: Claudius WHEELER (Claudius WHEELER) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/claudius-wheeler
Name: Alban PORTAT (Alban PORTAT) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/alban-portat
Name: Hudson NEVIN (Hudson NEVIN) | Team: Scarlets (urc) | URL: https://all.rugby/player/hudson-nevin
Name: Kai JONES (Kai JONES) | Team: Scarlets (urc) | URL: https://all.rugby/player/kai-jones
Name: Louis RETHORE (Louis RETHORE) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/louis-rethore
Name: Sam LEWENI (サム LEWENI) | Team: Edimbourg (urc) | URL: https://all.rugby/player/sam-leweni
Name: Billy PASCO (Billy PASCO) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/billy-pasco
Name: Edoardo TODARO (Edoardo TODARO) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/edoardo-todaro
Name: Sam WINTERS (Sam WINTERS) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/sam-winters
Name: Henry MOUNTFORD (Henry MOUNTFORD) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/henry-mountford
Name: Bobby BRENNAN (Bobby BRENNAN) | Team: Stade Toulousain (top14) | URL: https://all.rugby/player/bobby-brennan
Name: Charlie GRIFFIN (Charlie GRIFFIN) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/charlie-griffin
Name: Craig WRIGHT (Craig WRIGHT) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/craig-wright
Name: Ollie SCOLA (Ollie SCOLA) | Team: Northampton Saints (premiership) | URL: https://all.rugby/player/ollie-scola
Name: Tom DE GLANVILLE (Tom DE GLANVILLE) | Team: Bath Rugby (premiership) | URL: https://all.rugby/player/tom-de-glanville
