Player_Name,Full_Name,選手名_カタカナ,Position,Current_Team,League,Height,Weight,Birth_Date,Age,Nationality,Representative_Caps,Scraped_Url,キャリア遍歴,High_School,University
Josh FLOOK,Josh FLOOK,ショシュ フルーク,CTB,Reds,super-rugby,186.0,92.0,2001.09.22,,,,https://all.rugby/player/josh-flook,Queensland Reds (2019 - 2026) -> Benetton Rugby Trévise (2025 - ),,
Ben AFSHAR,ヘン アフシャー,ヘン アフシャー,SH,Glasgow,urc,184.0,81.0,2003.04.02,,,,https://all.rugby/player/ben-afshar,southern knights (2021 - 2022) -> glasgow warriors (2022 - 2026),,
Levi DOUGLAS,リーウァイ タクラス,リーウァイ タクラス,LO,Dragons,urc,196.0,125.0,1995.09.01,,,,https://all.rugby/player/levi-douglas,bath rugby (2015 - 2019) -> wasps (2019 - 2019) -> bath rugby (2020 - 2020) -> wasps (2020 - 2020) -> rugby club toulonnais (2020 - 2020) -> wasps (2021 - 2021) -> rugby club toulonnais (2021 - 2021) -> fc grenoble rugby (2021 - 2023) -> urayasu d-rocks (2023 - 2024) -> biarritz olympique pays basque (2024 - 2025) -> dragons rfc (2025 - 2026),,
Will TUCKER,Will TUCKER,ウィル タッカー,LO,Crusaders,super-rugby,202.0,111.0,1998.03.16,,,,https://all.rugby/player/will-tucker,Canterbury (2017 - 2019) -> Highlanders (2019 - 2024) -> Otago (2019 - 2025) -> Rugby United New-York (2021 - 2022) -> Hurricanes (2024 - 2025) -> AZ-COM Maruwa Momotaro's (2025 - 2026) -> Crusaders (2025 - ),,
Harry GODFREY,Harry GODFREY,ハリー-コットフリー,SO,Hurricanes,super-rugby,176.0,88.0,2003.01.03,,,,https://all.rugby/player/harry-godfrey,Hawke's Bay Magpies (2020 - 2025) -> Hurricanes (2022 - ),,
Hugh COONEY,Hugh COONEY,Hugh COONEY,CTB,Leinster,urc,182.0,92.0,2003.06.26,,,,https://all.rugby/player/hugh-cooney,Leinster Rugby (2022 - 2026),,
Feleti KAITU'U,Feleti KAITU'U,フェレティ-カイトゥウ,HO,ラシン92,top14,183.0,110.0,1994.12.30,,,,https://all.rugby/player/feleti-kaitu-u,Western Force (2019 - 2022) -> Tasman Mako (2022 - 2022) -> Western Force (2023 - 2023) -> Tasman Mako (2023 - 2023) -> Western Force (2023 - 2024) -> Racing 92 (2024 - 2026),,
Darby LANCASTER,Darby LANCASTER,ターヒー-ランカスター,WTB,Western Force,super-rugby,190.0,95.0,2003.04.23,,,,https://all.rugby/player/darby-lancaster,Aussie 7's (2021 - 2023) -> Melbourne Rebels (2023 - 2024) -> New South Wales Waratahs (2024 - 2025) -> Western Force (2025 - ),,
Ceano EVERSON,Ceano EVERSON,Ceano EVERSON,SH,Sharks,urc,169.0,63.0,2005..,,,,https://all.rugby/player/ceano-everson,Natal Sharks (2024 - 2025) -> Sharks (2025 - 2026),,
Ieuan DAVIES,Ieuan DAVIES,Ieuan DAVIES,SH,Cardiff,urc,175.0,80.0,2004..,,,,https://all.rugby/player/ieuan-davies,Bath Rugby (2023 - 2025) -> Cardiff Rugby (2025 - 2025) -> Bath Rugby (2026 - 2026) -> Cardiff Rugby (2026 - 2026),,
Yanis BASSE,Yanis BASSE,ヤニス ハス,HO,ラシン92,top14,180.0,106.0,//2006,,,,https://all.rugby/player/yanis-basse,Évreux AC Rugby (2013 - 2020) -> Racing 92 (2020 - 2026),,
Bobby BISSU,Bobby BISSU,ホヒー ヒス,FL/NO8,ボルドー・ベグル,top14,189.0,110.0,//2006,,,,https://all.rugby/player/bobby-bissu,Balma Olympique Rugby Club (2021 - 2023) -> Club Athlétique Bordeaux Bègles Gironde (2023 - 2024) -> Union Bordeaux-Bègles (2024 - 2026),,
Connor MAGEE,コナー マキー,コナー マキー,HO,Ulster,urc,185.0,109.0,2006..,,,,https://all.rugby/player/connor-magee,banbridge rfc (2024 - 2025) -> ulster rugby (2025 - 2026),,
Jamie ADAMSON,Jamie ADAMSON,シェイミー アタムソン,FL/No8,Waratahs,super-rugby,188.0,95.0,1999.11.09,,,,https://all.rugby/player/jamie-adamson,Angleterre 7's (2019 - 2023) -> Easts Rugby Union Club (2023 - 2024) -> New South Wales Waratahs (2024 - ),,
Janse ROUX,Janse ROUX,ヤンセ ルー,LO,リヨン,top14,200.0,125.0,1997.08.28,,,,https://all.rugby/player/janse-roux,Eastern Province Elephants (2016 - 2017) -> CS Bourgoin Jallieu Rugby (2017 - 2019) -> Soyaux-Angoulême XV Charente (2019 - 2023) -> US Colomiers (2023 - 2025) -> CA Brive Corrèze Limousin (2025 - 2025) -> Lyon Olympique Universitaire Rugby (2025 - 2025) -> CA Brive Corrèze Limousin (2026 - 2026) -> Lyon Olympique Universitaire Rugby (2026 - 2026),,
Yohan ORABE,Yohan ORABE,ヨアン オラヘ,FB,バイヨンヌ,top14,187.0,87.0,2002.05.21,,,,https://all.rugby/player/yohan-orabe,Sport Athlétique Mauléonais (2007 - 2022) -> Aviron Bayonnais (2022 - 2026),,
Ross THOMPSON,Ross THOMPSON,ロス トンフソン,SO,Edimbourg,urc,183.0,86.0,1999.04.10,,,Call-ups (3),glasgow warriors (2020 - 2024) -> edimbourg rugby (2024 - 2026),,,
Lucas DE LA RUA,ルカス テ ラ ルーア,ルカス テ ラ ルーア,FL/No8,Cardiff,urc,188.0,104.0,2004..,,,,https://all.rugby/player/lucas-de-la-rua,cardiff rugby (2022 - 2026),,
Erich CRONJE,エリッヒ クロンシェ,エリッヒ クロンシェ,CTB,Lions,urc,184.0,95.0,1997.01.01,,,,https://all.rugby/player/erich-cronje,southern kings (2019 - 2019) -> pumas (2019 - 2019) -> southern kings (2020 - 2020) -> pumas (2020 - 2021) -> zebre parma (2021 - 2023) -> lions rugby (2023 - 2026),,
Jared PROFFIT,Jared PROFFIT,シャレット-フロフィット,PR,Chiefs,super-rugby,186.0,113.0,1993.09.14,,,,https://all.rugby/player/jared-proffit,Taranaki Bulls (2015 - 2025) -> Hurricanes (2021 - 2022) -> Chiefs (2022 - ),,
Thomas DU TOIT,Thomas DU TOIT,,Prop,Bath Rugby,premiership,,,,30 y/o,,South Africa (10),https://all.rugby/player/thomas-du-toit,,,
Joris JURAND,Joris JURAND,ショリス シュラン,WTB,クレルモン,top14,188.0,106.0,1995.11.11,,,,https://all.rugby/player/joris-jurand,XV Saint-Rémois (2004 - 2006) -> RC Noves-Eyragues (2006 - 2007) -> Rugby Club Châteaurenard (2007 - 2012) -> RC Noves-Eyragues (2012 - 2014) -> Rugby Club Châteaurenard (2014 - 2015) -> Provence Rugby (2015 - 2018) -> Montpellier Hérault Rugby (2018 - 2018) -> CA Brive Corrèze Limousin (2018 - 2018) -> Montpellier Hérault Rugby (2019 - 2019) -> CA Brive Corrèze Limousin (2019 - 2023) -> ASM Clermont Auvergne (2023 - 2026),,
Louis WERCHON,Louis WERCHON,ルイ ウェルション,SH,Reds,super-rugby,178.0,85.0,2002.10.25,,,,https://all.rugby/player/louis-werchon,Brothers Rugby Club (2020 - 2022) -> West Brisbane Bulldogs (2022 - 2023) -> Queensland Reds (2022 - 2026) -> Benetton Rugby Trévise (2025 - ),,
Louka GUILHOT,Louka GUILHOT,ルカ キヨ,SO,カストル,top14,183.0,80.0,//2006,,,,https://all.rugby/player/louka-guilhot,Valence Romans Drôme Rugby (2011 - 2021) -> ASM Clermont Auvergne (2021 - 2025) -> Castres Olympique (2025 - 2026),,
Harry REES-WELDON,Harry REES WELDON,Harry REES WELDON,Winger,Dragons,urc,186.0,100.0,2005..,,,,https://all.rugby/player/harry-rees-weldon,Dragons RFC (2023 - 2026),,
Guillaume MARTOCQ,Guillaume MARTOCQ,キヨーム マルトック,CTB,バイヨンヌ,top14,183.0,96.0,1999.08.23,,,,https://all.rugby/player/guillaume-martocq,Union Stadiste Sauveterre (2013 - 2014) -> Rugby Club Béarnais (2014 - 2015) -> Aviron Bayonnais (2015 - 2020) -> US Carcassonne (2020 - 2022) -> Aviron Bayonnais (2022 - 2026),,
Nolann DONGUY,Nolann DONGUY,ノラン トンクイ,WTB,ラシン92,top14,183.0,85.0,//2005,,,,https://all.rugby/player/nolann-donguy,Seilh Aussonne Fenouillet XV (2010 - 2011) -> AS Fontenay-aux-Roses (2011 - 2012) -> Racing Le Plessis-Robinson (2012 - 2014) -> AC Boulogne-Billancourt (2014 - 2016) -> RC Aubergenville Elisabethville (2016 - 2019) -> Racing 92 (2019 - 2026),,
Trevor KING,Trevor KING,トレウァー キンク,PR,Reds,super-rugby,193.0,127.0,2005..,,,,https://all.rugby/player/trevor-king,Souths Rugby (2022 - 2023) -> Queensland Reds (2023 - ),,
Barnabe MASSA,Barnabe MASSA,ハルナヘ マッサ,HO,クレルモン,top14,180.0,103.0,//2004,,,,https://all.rugby/player/barnabe-massa,US Véore XV (2010 - 2018) -> Valence Romans Drôme Rugby (2018 - 2020) -> FC Grenoble Rugby (2020 - 2024) -> ASM Clermont Auvergne (2024 - 2026),,
Dylan SJOBLOM,ティラン ショフロム,ティラン ショフロム,LO,Lions,urc,200.0,115.0,2000.08.08,,,,https://all.rugby/player/dylan-sjoblom,griquas (2022 - 2023) -> stormers (2023 - 2023) -> griquas (2023 - 2023) -> stormers (2024 - 2024) -> griquas (2024 - 2025) -> lions rugby (2025 - 2026),,
Pierre CASTILLON,Pierre CASTILLON,ヒエール カスティヨン,PR,バイヨンヌ,top14,185.0,106.0,2003.09.20,,,,https://all.rugby/player/pierre-castillon,US Saint-Palais Amikuze (2009 - 2018) -> Aviron Bayonnais (2018 - 2026),,
Chris SMITH,クリス スミス,クリス スミス,SO,Lions,urc,181.0,90.0,1994.09.09,,,,https://all.rugby/player/chris-smith,bulls (2019 - 2024) -> oyonnax rugby (2024 - 2025) -> lions rugby (2025 - 2026),,
Ronan LEAHY,Ronan LEAHY,ロナン リーヒー,WTB,Western Force,super-rugby,188.0,96.0,2004..,,,,https://all.rugby/player/ronan-leahy,Sydney University Football Club (2022 - 2023) -> Western Force (2023 - ),,
Rory PURVIS,Rory PURVIS,Rory PURVIS,Back row,Glasgow,urc,191.0,106.0,2006..,,,,https://all.rugby/player/rory-purvis,Stirling County RFC (2023 - 2024) -> Glasgow Warriors (2024 - 2026),,
Tom SAVAGE,Tom SAVAGE,トム サウェーシ,LO,Moana Pasifika,super-rugby,198.0,116.0,1989.04.18,,,,https://all.rugby/player/tom-savage,Gloucester Rugby (2013 - 2019) -> Tokyo Sungoliath (2019 - 2023) -> Moana Pasifika (2023 - 2026) -> North Harbour (2024 - ),,
Juan SCHOEMAN,フアン スホーマン,フアン スホーマン,PR,Lions,urc,186.0,120.0,1991.09.18,,,,https://all.rugby/player/juan-schoeman,sharks (2015 - 2019) -> southern kings (2019 - 2019) -> bath rugby (2019 - 2019) -> sharks (2020 - 2020) -> southern kings (2020 - 2020) -> bath rugby (2020 - 2024) -> lions rugby (2024 - 2026),,
Temo MATIU,Temo MATIU,テモ マティウ,FL/NO8,ボルドー・ベグル,top14,191.0,100.0,2001.07.20,,,,https://all.rugby/player/temo-matiu,Pennes-Mirabeau Cadeneaux Rugby (2007 - 2008) -> Biarritz Olympique Pays Basque (2011 - 2024) -> Union Bordeaux-Bègles (2024 - 2026),,
Rohan WINGHAM,Rohan WINGHAM,ロハン ウィンカム,PR,Highlanders,super-rugby,189.0,117.0,2002.12.04,,,,https://all.rugby/player/rohan-wingham,Otago (2022 - 2025) -> Highlanders (2023 - ),,
Tristyn COOK,Tristyn COOK,トリスタン クック,LO,Blues,super-rugby,199.0,110.0,2004..,,,,https://all.rugby/player/tristyn-cook,North Harbour (2023 - 2025) -> Blues (2023 - ),,
Baptiste TILLOLES,Baptiste TILLOLES,ハティスト ティヨール,SH,バイヨンヌ,top14,178.0,81.0,//2006,,,,https://all.rugby/player/baptiste-tilloles,Emak Hor Rugby (2012 - 2018) -> Aviron Bayonnais (2018 - 2026),,
Noa ZINZEN,Noa ZINZEN,ノア シンセン,FL/NO8,ラシン92,top14,192.0,103.0,2004.02.24,,,,https://all.rugby/player/noa-zinzen,CA Bédarieux Grand Orb (2008 - 2013) -> Rives d'Orb (2013 - 2015) -> Association Sportive Béziers Hérault (2015 - 2020) -> Racing 92 (2020 - 2026),,
Joshua MOORBY,Joshua MOORBY,ショシュア モあヒー,FB,Hurricanes,super-rugby,188.0,96.0,1998.07.11,,,,https://all.rugby/player/joshua-moorby,Southland Stags (2018 - 2021) -> Northland Taniwha (2021 - 2023) -> Hurricanes (2021 - 2026) -> Waikato Mooloos (2023 - 2025) -> Montpellier Hérault Rugby (2024 - ),,
Toby MACPHERSON,Toby MACPHERSON,トヒー マクファーソン,FL/No8,Brumbies,super-rugby,199.0,106.0,2004..,,,,https://all.rugby/player/toby-macpherson,Uni-Norths Owls (2022 - 2023) -> Brumbies (2023 - 2026) -> Toyota Verblitz (2024 - ),,
Paul COSTES,Paul COSTES,ホール コスト,CTB,トゥールーズ,top14,183.0,90.0,2003.04.04,,,,https://all.rugby/player/paul-costes,Toulouse Université Club (2010 - 2015) -> US Colomiers (2015 - 2018) -> Stade Toulousain (2018 - 2026),,
Matt GALLAGHER,Matt GALLAGHER,マット キャラカー,FB,Trévise,urc,185.0,96.0,1996.10.26,,,Italy (2),saracens (2016 - 2019) -> munster rugby (2019 - 2019) -> saracens (2020 - 2020) -> munster rugby (2020 - 2022) -> bath rugby (2022 - 2024) -> benetton rugby trévise (2024 - 2026),,,
Lyam AKRAB,Lyam AKRAB,リアム アクラフ,HO,モンペリエ,top14,178.0,103.0,//2005,,,,https://all.rugby/player/lyam-akrab,Cercle sportif Grésivaudan Belledonne (2011 - 2020) -> Montpellier Hérault Rugby (2020 - 2026),,
George POOLMAN,George POOLMAN,ショーシ フールマン,CTB,Waratahs,super-rugby,195.0,102.0,2002.09.06,,,,https://all.rugby/player/george-poolman,Sydney University Football Club (2021 - 2022) -> Western Force (2022 - 2025) -> New South Wales Waratahs (2025 - ),,
Semisi TUPOU TA'EILOA,Semisi TUPOU TA'EILOA,セミシ ツホウ タエイロア,FL/No8,Moana Pasifika,super-rugby,185.0,113.0,2003.11.25,,,,https://all.rugby/player/semisi-tupou-ta-eiloa,Southland Stags (2022 - 2025) -> Moana Pasifika (2024 - ),,
Kelly MPEKU,Kelly MPEKU,Kelly MPEKU,CTB,Lions,urc,188.0,88.0,2003.11.28,,,,https://all.rugby/player/kelly-mpeku,Golden Lions (2023 - 2024) -> Lions Rugby (2024 - 2026),,
Keiran WILLIAMS,Keiran ウィリアムス,Keiran ウィリアムス,CTB,Ospreys,urc,178.0,90.0,1997.12.04,,,,https://all.rugby/player/keiran-williams,Ospreys (2017 - 2026),,
Sean EDOGBO,Se EDOGBO,Se EDOGBO,Back row,Munster,urc,188.0,111.0,2004..,,,,https://all.rugby/player/sean-edogbo,University College Cork (2023 - 2024) -> Munster Rugby (2024 - 2026),,
Riley NORTON,Riley NORTON,Riley NORTON,LO,Stormers,urc,198.0,104.0,2006..,,,,https://all.rugby/player/riley-norton,Western Province (2024 - 2025) -> Stormers (2025 - 2026),,
Clement LAPORTE,Clement LAPORTE,クレマン ラホルト,FB,ポー,top14,181.0,87.0,1998.01.07,,,,https://all.rugby/player/clement-laporte,Parentis Sport Rugby (2006 - 2013) -> Union Bordeaux-Bègles (2013 - 2015) -> Sporting Union Agenais (2015 - 2019) -> Lyon Olympique Universitaire Rugby (2019 - 2022) -> Section Paloise Béarn Pyrénées (2022 - 2026),,
Ponipate LOGANIMASI,Ponipate LOGANIMASI,ホニハテ ロカニマシ,WTB,Fijian Drua,super-rugby,189.0,91.0,1998.03.26,,,,https://all.rugby/player/ponipate-loganimasi,FIDJI 7's (2023 - 2024) -> Fijian Drua (2024 - ),,
Ruhan NEL,Ruhan NEL,Ruhan NEL,CTB,Stormers,urc,191.0,101.0,1991.05.17,,,,https://all.rugby/player/ruhan-nel,Stormers (2018 - 2026),,
Romain GARDRAT,Romain GARDRAT,ロマン カルト,FL/NO8,ボルドー・ベグル,top14,194.0,95.0,2003.12.31,,,,https://all.rugby/player/romain-gardrat,Avenir Valencien (2011 - 2018) -> Sporting Union Agenais (2018 - 2021) -> Union Bordeaux-Bègles (2021 - 2026),,
Laghlan MCWHANNELL,Laghlan MCWHANNELL,ラクラン マクワネル,LO,Blues,super-rugby,198.0,114.0,1998.10.20,,,,https://all.rugby/player/laghlan-mcwhannell,Chiefs (2018 - 2023) -> Waikato Mooloos (2020 - 2025) -> Blues (2023 - ),,
Lalomilo LALOMILO,Lalomilo LALOMILO,ラロミロ ラロミロ,CTB,Moana Pasifika,super-rugby,176.0,105.0,1999.02.12,,,,https://all.rugby/player/lalomilo-lalomilo,Bay of Plenty Steamers (2017 - 2025) -> Chiefs (2022 - 2023) -> Moana Pasifika (2023 - ),,
Mac GREALY,Mac GREALY,マック クリーリー,WTB,Western Force,super-rugby,180.0,89.0,2002.03.06,,,,https://all.rugby/player/mac-grealy,Queensland Reds (2019 - 2024) -> Western Force (2024 - ),,
Josh BAYLISS,Josh BAYLISS,,Back row,Bath Rugby,premiership,,,,28 y/o,,Scotland (10),https://all.rugby/player/josh-bayliss,,,
Louw NEL,Louw NEL,Louw NEL,Back row,Stormers,urc,190.0,107.0,2002.08.09,,,,https://all.rugby/player/louw-nel,Western Province (2021 - 2024) -> Stormers (2024 - 2026),,
Jurie MATTHEE,ユーリー マティー,ユーリー マティー,SO,Stormers,urc,191.0,92.0,2000.11.04,,,,https://all.rugby/player/jurie-matthee,western province (2022 - 2023) -> stormers (2023 - 2026),,
Payton SPENCER,Payton SPENCER,ヘイトン スヘンサー,FB,Blues,super-rugby,,90.0,2004..,,,,https://all.rugby/player/payton-spencer,Auckland (2022 - 2025) -> Blues (2023 - ),,
Ollie SAPSFORD,Ollie SAPSFORD,オリー サフスフォート,WTB,Brumbies,super-rugby,191.0,104.0,1995.10.07,,,,https://all.rugby/player/ollie-sapsford,Hawke's Bay Magpies (2018 - 2023) -> Brumbies (2021 - ),,
Etene NANAI-SETURO,Etene NANAI-SETURO,エテネ-ナナイ=セツロ,FB,Chiefs,super-rugby,183.0,92.0,1999.08.20,,,,https://all.rugby/player/etene-nanai-seturo,Chiefs (2018 - 2026) -> Counties Manukau Steelers (2019 - ),,
Franco MARAIS,フランコ-マレー,フランコ-マレー,HO,Lions,urc,185.0,108.0,1992.09.23,,,,https://all.rugby/player/franco-marais,sharks (2013 - 2018) -> gloucester rugby (2018 - 2020) -> red hurricanes osaka (2020 - 2022) -> urayasu d-rocks (2022 - 2024) -> lions rugby (2024 - 2026),,
Tanielu TELE'A,Tanielu TELE'A,タニエル テレア,CTB,Highlanders,super-rugby,187.0,107.0,1998.06.16,,,,https://all.rugby/player/tanielu-tele-a,Blues (2018 - 2023) -> Auckland (2019 - 2025) -> Counties Manukau Steelers (2020 - 2021) -> Highlanders (2023 - ),,
Macca SPRINGER,Macca SPRINGER,マッカ スフリンク,WTB,Crusaders,super-rugby,190.0,100.0,2003.03.29,,,,https://all.rugby/player/macca-springer,Tasman Mako (2020 - 2025) -> Crusaders (2022 - ),,
Tom CURRIE,Tom CURRIE,トム カリー,FL/No8,Edimbourg,urc,190.0,106.0,2004..,,,,https://all.rugby/player/tom-currie,edimbourg rugby (2023 - 2024) -> doncaster knights (2024 - 2024) -> edimbourg rugby (2025 - 2025) -> doncaster knights (2025 - 2025) -> edimbourg rugby (2025 - 2026),,
Torian BARNES,Torian BARNES,トリアン ハーンス,FL/No8,Blues,super-rugby,,,2003.10.14,,,,https://all.rugby/player/torian-barnes,Canterbury (2023 - 2025) -> Blues (2025 - ),,
Josh TIMU,Josh TIMU,ショシュ ティム,CTB,Hurricanes,super-rugby,183.0,94.0,1997.07.06,,,,https://all.rugby/player/josh-timu,Otago (2016 - 2025) -> Sunwolves (2018 - 2019) -> Highlanders (2021 - 2024) -> Hurricanes (2025 - ),,
Etonia WAQA,Etonia WAQA,エトニア-ワカ,FL/No8,Fijian Drua,super-rugby,196.0,110.0,1999.06.02,,,,https://all.rugby/player/etonia-waqa,Bay of Plenty Steamers (2021 - 2023) -> Fijian Drua (2022 - ),,
Sam MATENGA,Sam MATENGA,サム マテンカ,PR,Blues,super-rugby,186.0,120.0,1998.05.08,,,,https://all.rugby/player/sam-matenga,Tasman Mako (2018 - 2025) -> Seattle Seawolves (2021 - 2024) -> Crusaders (2024 - 2025) -> Blues (2025 - ),,
Jude POSTLETHWAITE,Jude POSTLETHWAITE,Jude POSTLETHWAITE,CTB,Ulster,urc,193.0,106.0,2002.04.03,,,,https://all.rugby/player/jude-postlethwaite,Ulster Rugby (2020 - 2026),,
Shingi MANYARARA,Shingi MANYARARA,シンシ マニャララ,FL/NO8,ラシン92,top14,185.0,100.0,2004.02.24,,,,https://all.rugby/player/shingirai-manyarara,Kingswood College (2022 - 2023) -> Racing 92 (2023 - 2026),,
Triston REILLY,Triston REILLY,トリスタン ライリー,WTB,Waratahs,super-rugby,182.0,95.0,1999.01.14,,,,https://all.rugby/player/triston-reilly,Sydney (2018 - 2019) -> New South Wales Waratahs (2019 - 2026) -> Wests Tigers (2022 - ),,
Ellis MEE,エリス ミー,エリス ミー,WTB,Scarlets,urc,193.0,92.0,2003.10.06,,,,https://all.rugby/player/ellis-mee,nottingham rugby (2023 - 2024) -> scarlets (2024 - 2026),,
Jack HOSKINS,シャック ホスキンス,シャック ホスキンス,CTB,Ospreys,urc,185.0,100.0,2007..,,,,https://all.rugby/player/jack-hoskins,ospreys (2025 - 2026),,
Giacomo MILANO,Giacomo MILANO,Giacomo MILANO,Back row,Zebre,urc,192.0,110.0,2005..,,,,https://all.rugby/player/giacomo-milano,Unione Rugby Capitolina (2023 - 2024) -> Zebre Parma (2024 - 2026),,
Kini NAHOLO,Kini NAHOLO,キニ ナホロ,WTB,Hurricanes,super-rugby,178.0,98.0,1999.04.16,,,,https://all.rugby/player/kiniviliame-naholo,Taranaki Bulls (2018 - 2024) -> Chiefs (2019 - 2020) -> Crusaders (2021 - 2022) -> Hurricanes (2022 - ),,
Eli LANGI,Eli LANGI,イーライ ランキ,FL/No8,Brumbies,super-rugby,193.0,104.0,2006..,,,,https://all.rugby/player/eli-langi,Brumbies (2024 - ),,
Ngane PUNIVAI,Ngane PUNIVAI,ンカネ フニウァイ,WTB,Hurricanes,super-rugby,191.0,105.0,1998.08.30,,,,https://all.rugby/player/ngane-punivai,Crusaders (2018 - 2019) -> Highlanders (2019 - 2022) -> Canterbury (2019 - 2025) -> Chiefs (2022 - 2023) -> Hurricanes (2023 - ),,
Olivier KLEMENCZAK,Olivier KLEMENCZAK,オリウィエ クレマンチャック,CTB,ポー,top14,181.0,90.0,1996.06.01,,,,https://all.rugby/player/olivier-klemenczak,AS Soustons (2004 - 2011) -> US Dax Rugby Landes (2011 - 2018) -> Racing 92 (2018 - 2024) -> Section Paloise Béarn Pyrénées (2024 - 2026),,
Jacob BOYD,Jacob BOYD,Jacob BOYD,PR,Ulster,urc,186.0,125.0,2004..,,,,https://all.rugby/player/jacob-boyd,Ulster Rugby (2023 - 2026),,
Kian HIRE,Kian HIRE,Kian HIRE,LO,Ospreys,urc,188.0,122.0,2004..,,,,https://all.rugby/player/kian-hire,Swansea RFC (2022 - 2023) -> Ospreys (2023 - 2026),,
Jean ERASMUS,Jean ERASMUS,Jean ERASMUS,PR,Bulls,urc,180.0,105.0,2005..,,,,https://all.rugby/player/jean-erasmus,Blue Bulls (2024 - 2025) -> Bulls (2025 - 2026),,
Sefo KAUTAI,Sefo KAUTAI,セフォ カウタイ,PR,Highlanders,super-rugby,189.0,133.0,1996.08.16,,,,https://all.rugby/player/sosefo-kautai,Chiefs (2016 - 2019) -> Waikato Mooloos (2018 - 2025) -> Brumbies (2020 - 2024) -> Highlanders (2024 - ),,
Oisin MINOGUE,オシーン ミノーク,オシーン ミノーク,FL/No8,Munster,urc,184.0,102.0,2005..,,,,https://all.rugby/player/oisin-minogue,shannon rfc (2024 - 2025) -> munster rugby (2025 - 2026),,
Ioan NICHOLAS,イオアン-ニコラス,イオアン-ニコラス,CTB,Scarlets,urc,182.0,92.0,1998.04.03,,,,https://all.rugby/player/ioan-nicholas,scarlets (2015 - 2017) -> benetton rugby trévise (2017 - 2017) -> scarlets (2018 - 2018) -> benetton rugby trévise (2018 - 2018) -> scarlets (2018 - 2026),,
Paidi FARRELL,ハイティ ファレル,ハイティ ファレル,WTB,Leinster,urc,175.0,81.0,2005..,,,,https://all.rugby/player/paidi-farrell,old wesley rfc (2024 - 2025) -> leinster rugby (2025 - 2026),,
Nick BLOOMFIELD,Nick BLOOMFIELD,ニック フルームフィールト,PR,Reds,super-rugby,188.0,115.0,2004.02.10,,,,https://all.rugby/player/nick-bloomfield,Easts Rugby Union Club (2021 - 2023) -> Queensland Reds (2023 - ),,
Sam SCARFE,サム スカーフ,サム スカーフ,HO,Dragons,urc,180.0,101.0,2003.08.23,,,,https://all.rugby/player/sam-scarfe,dragons rfc (2022 - 2023) -> gloucester rugby (2023 - 2023) -> dragons rfc (2023 - 2023) -> gloucester rugby (2024 - 2024) -> dragons rfc (2024 - 2026),,
Lucas PEYRESBLANQUES,Lucas PEYRESBLANQUES,ルカス ヘレスフランク,HO,スタッド・フランセ,top14,181.0,103.0,1998.01.20,,,,https://all.rugby/player/lucas-peyresblanques,Peyrehorade Sport Rugby Pays d'Orthe (2004 - 2013) -> Biarritz Olympique Pays Basque (2013 - 2022) -> Stade Français Paris Rugby (2022 - 2026),,
Charles KANTE-SAMBA,Charles KANTE-SAMBA,シャルル カンテ=サンハ,LO,ラ・ロシェル,top14,200.0,115.0,//2005,,,,https://all.rugby/player/charles-kante-samba,Niort RC (2011 - 2021) -> Stade Rochelais (2021 - 2026),,
Lachie SHAW,Lachie SHAW,ラキ ショウ,LO,Brumbies,super-rugby,200.0,112.0,2003.05.15,,,,https://all.rugby/player/lachlan-shaw,Université du Queensland (2021 - 2022) -> Brumbies (2022 - 2026) -> Manawatu Turbos (2023 - ),,
Isoa TUWAI,Isoa TUWAI,イソア-トゥワイ,FL/No8,Fijian Drua,super-rugby,,,2002.06.04,,,,https://all.rugby/player/isoa-tuwai,Fijian Drua (2024 - ),,
Daniel GREEN,タニエル クリーン,タニエル クリーン,FB,Ulster,urc,183.0,,2006..,,,,https://all.rugby/player/daniel-green,queen's university (2024 - 2025) -> ulster rugby (2025 - 2026),,
Paul GRAOU,Paul GRAOU,ホール クラウ,SH,トゥールーズ,top14,177.0,90.0,1997.07.25,,,,https://all.rugby/player/paul-graou,Rugby Club Auch (2004 - 2017) -> Union Sportive Montalbanaise (2017 - 2021) -> Sporting Union Agenais (2021 - 2022) -> Stade Toulousain (2022 - 2026),,
Fraser DINGWALL,Fraser DINGWALL,,Centre,Northampton Saints,premiership,,,,26 y/o,,England (2),https://all.rugby/player/fraser-dingwall,,,
Saula MA'U,Saula MA'U,サウラ マウ,PR,Highlanders,super-rugby,194.0,140.0,2000.04.29,,,,https://all.rugby/player/saula-ma-u,Otago (2020 - 2025) -> Highlanders (2021 - ),,
Nelson EPEE,Nelson EPEE,ネルソン エヘ,WTB,トゥールーズ,top14,174.0,80.0,2001.02.20,,,,https://all.rugby/player/nelson-epee,U.A. Saverdun (2008 - 2017) -> Stade Toulousain (2017 - 2026),,
Jac PRICE,Jac PRICE,Jac PRICE,LO,Scarlets,urc,198.0,115.0,2000.08.04,,,,https://all.rugby/player/jac-price-2000,Scarlets (2018 - 2026),,
Josh BEEHRE,Josh BEEHRE,ショシュ ヘーレ,LO,Blues,super-rugby,198.0,118.0,2002.03.30,,,,https://all.rugby/player/josh-beehre,Auckland (2021 - 2025) -> Blues (2023 - ),,
