英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Veikoso POLONIATI,Veikoso POLONIATI,LO,Moana Pasifika,202,130,1995.08.27,,,,,A,0,https://all.rugby/player/veikoso-poloniati,,Manawatu Turbos (2020 - 2021) -> Moana Pasifika (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Racing 92 (2022 - 2024) -> Aviron Bayonnais (2024 - 2025) -> Moana Pasifika (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/veikoso-poloniati,Manawatu Turbos (2020 - 2021) -> Moana Pasifika (2021 - 2021) -> Manawatu Turbos (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Manawatu Turbos (2022 - 2022) -> Racing 92 (2022 - 2024) -> Aviron Bayonnais (2024 - 2025) -> Moana Pasifika (2025 - 2026)
Dominic ROPETI,Dominic ROPETI,Back row,Moana Pasifika,193,106,2003.02.04,,,,,A,0,https://all.rugby/player/dominic-ropeti,,Wellington Lions (2022 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/dominic-ropeti,Wellington Lions (2022 - 2025) -> Moana Pasifika (2025 - 2026)
Konrad TOLEAFOA,Konrad TOLEAFOA,Back row,Moana Pasifika,190,112,2003.10.29,,,,,A,0,https://all.rugby/player/konrad-toleafoa,,Otago (2024 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/konrad-toleafoa,Otago (2024 - 2025) -> Moana Pasifika (2025 - 2026)
Miracle FAI'ILAGI,Miracle FAI'ILAGI,Back row,Moana Pasifika,188,103,1999.08.31,,,,,A,0,https://all.rugby/player/miracle-fai-ilagi,,Samoa 7's (2021 - 2022) -> Moana Pasifika (2022 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Moana Pasifika (2025 - 2026),Samoa,Samoa,https://all.rugby/player/miracle-fai-ilagi,Samoa 7's (2021 - 2022) -> Moana Pasifika (2022 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Niko JONES,Niko JONES,Back row,Moana Pasifika,186,103,2000.07.22,,,,,A,0,https://all.rugby/player/niko-jones,,Auckland (2019 - 2021) -> Moana Pasifika (2021 - 2021) -> Auckland (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Auckland (2022 - 2022) -> Old Glory DC RFC (2022 - 2022) -> Moana Pasifika (2022 - 2022) -> Auckland (2022 - 2022) -> Old Glory DC RFC (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Auckland (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Old Glory DC RFC (2023 - 2023) -> Auckland (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Old Glory DC RFC (2024 - 2024) -> Auckland (2024 - 2024) -> Moana Pasifika (2024 - 2026),New Zealand,New Zealand,https://all.rugby/player/niko-jones,Auckland (2019 - 2021) -> Moana Pasifika (2021 - 2021) -> Auckland (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Auckland (2022 - 2022) -> Old Glory DC RFC (2022 - 2022) -> Moana Pasifika (2022 - 2022) -> Auckland (2022 - 2022) -> Old Glory DC RFC (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Auckland (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Old Glory DC RFC (2023 - 2023) -> Auckland (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Old Glory DC RFC (2024 - 2024) -> Auckland (2024 - 2024) -> Moana Pasifika (2024 - 2026)
Ola TAUELANGI,Ola TAUELANGI,Back row,Moana Pasifika,194,115,1999.11.28,,,,,A,0,https://all.rugby/player/ola-tauelangi,,Gordon Rugby Football Club (2019 - 2023) -> Moana Pasifika (2023 - 2023) -> Auckland (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Auckland (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Auckland (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Auckland (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/ola-tauelangi,Gordon Rugby Football Club (2019 - 2023) -> Moana Pasifika (2023 - 2023) -> Auckland (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Auckland (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Auckland (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Auckland (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Sam TUITUPOU,Sam TUITUPOU,Back row,Moana Pasifika,,,2005..,,,,,A,0,https://all.rugby/player/sam-tuitupou-2005,,Moana Pasifika (2025 - 2026),,,https://all.rugby/player/sam-tuitupou-2005,Moana Pasifika (2025 - 2026)
Semisi PAEA,Semisi PAEA,Back row,Moana Pasifika,194,113,1999.04.17,,,,,A,0,https://all.rugby/player/semisi-paea,,Bay of Plenty Steamers (2020 - 2021) -> New England Free Jacks (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> New England Free Jacks (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/semisi-paea,Bay of Plenty Steamers (2020 - 2021) -> New England Free Jacks (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> New England Free Jacks (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Semisi TUPOU TA'EILOA,Semisi TUPOU TA'EILOA,Back row,Moana Pasifika,185,113,2003.11.25,,,,,A,0,https://all.rugby/player/semisi-tupou-ta-eiloa,,Southland Stags (2022 - 2024) -> Moana Pasifika (2024 - 2024) -> Southland Stags (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Southland Stags (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/semisi-tupou-ta-eiloa,Southland Stags (2022 - 2024) -> Moana Pasifika (2024 - 2024) -> Southland Stags (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Southland Stags (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Tupou MA'AFU-AFUNGIA,Tupou MA'AFU-AFUNGIA,Back row,Moana Pasifika,187,105,1999.09.12,,,,,A,0,https://all.rugby/player/tupou-ma-afu-afungia,,San Diego Legion (2022 - 2024) -> NOLA Gold (2024 - 2025) -> Moana Pasifika (2025 - 2026),Tonga,Tonga,https://all.rugby/player/tupou-ma-afu-afungia,San Diego Legion (2022 - 2024) -> NOLA Gold (2024 - 2025) -> Moana Pasifika (2025 - 2026)
Augustine PULU,Augustine PULU,SH,Moana Pasifika,180,93,1990.01.04,,,,,A,0,https://all.rugby/player/augustine-pulu,,Chiefs (2013 - 2015) -> Blues (2016 - 2019) -> Hino Red Dolphins (2019 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/augustine-pulu,Chiefs (2013 - 2015) -> Blues (2016 - 2019) -> Hino Red Dolphins (2019 - 2025) -> Moana Pasifika (2025 - 2026)
Jonathan TAUMATEINE,Jonathan TAUMATEINE,SH,Moana Pasifika,178,90,1996.09.28,,,,,A,0,https://all.rugby/player/jonathan-taumateine,,Chiefs (2016 - 2019) -> Hurricanes (2019 - 2019) -> Counties Manukau Steelers (2019 - 2019) -> Hurricanes (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Hurricanes (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Hurricanes (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Moana Pasifika (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Moana Pasifika (2022 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/jonathan-taumateine,Chiefs (2016 - 2019) -> Hurricanes (2019 - 2019) -> Counties Manukau Steelers (2019 - 2019) -> Hurricanes (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Hurricanes (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Hurricanes (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Moana Pasifika (2021 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Moana Pasifika (2022 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Melani MATAVAO,Melani MATAVAO,SH,Moana Pasifika,171,80,1995.11.19,,,,,A,0,https://all.rugby/player/melani-matavao,,Moana Pasifika (2023 - 2026),Samoa,Samoa,https://all.rugby/player/melani-matavao,Moana Pasifika (2023 - 2026)
Siaosi NGININGINI,Siaosi NGININGINI,SH,Moana Pasifika,183,91,1998.10.17,,,,,A,0,https://all.rugby/player/siaosi-nginingini,,North Harbour (2021 - 2023) -> Moana Pasifika (2023 - 2023) -> North Harbour (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> North Harbour (2024 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/siaosi-nginingini,North Harbour (2021 - 2023) -> Moana Pasifika (2023 - 2023) -> North Harbour (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> North Harbour (2024 - 2025) -> Moana Pasifika (2025 - 2026)
Jackson GARDEN-BACHOP,Jackson GARDEN-BACHOP,SO,Moana Pasifika,185,102,1994.10.03,,,,,A,0,https://all.rugby/player/jackson-garden-bachop,,Melbourne Rebels (2016 - 2017) -> Hurricanes (2017 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hanazono Kintetsu Liners (2022 - 2023) -> CA Brive Corrèze Limousin (2023 - 2023) -> Wellington Lions (2023 - 2023) -> CA Brive Corrèze Limousin (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/jackson-garden-bachop,Melbourne Rebels (2016 - 2017) -> Hurricanes (2017 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hanazono Kintetsu Liners (2022 - 2023) -> CA Brive Corrèze Limousin (2023 - 2023) -> Wellington Lions (2023 - 2023) -> CA Brive Corrèze Limousin (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Pat PELLEGRINI,Pat PELLEGRINI,SO,Moana Pasifika,170,80,1998.09.28,,,,,A,0,https://all.rugby/player/patrick-pellegrini,,West Harbour RFC (2020 - 2021) -> Coventry Rugby (2022 - 2024) -> Moana Pasifika (2024 - 2024) -> North Harbour (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> North Harbour (2025 - 2025) -> Moana Pasifika (2025 - 2026),Australia,Australia,https://all.rugby/player/patrick-pellegrini,West Harbour RFC (2020 - 2021) -> Coventry Rugby (2022 - 2024) -> Moana Pasifika (2024 - 2024) -> North Harbour (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> North Harbour (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Faletoi PENI,Faletoi PENI,CTB,Moana Pasifika,173,106,2000.04.06,,,,,A,0,https://all.rugby/player/faletoi-peni,,Southland Stags (2023 - 2024) -> New England Free Jacks (2024 - 2024) -> Southland Stags (2024 - 2024) -> New England Free Jacks (2025 - 2025) -> Southland Stags (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/faletoi-peni,Southland Stags (2023 - 2024) -> New England Free Jacks (2024 - 2024) -> Southland Stags (2024 - 2024) -> New England Free Jacks (2025 - 2025) -> Southland Stags (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Julian SAVEA,Julian SAVEA,CTB,Moana Pasifika,192,108,1990.08.07,,,,,A,0,https://all.rugby/player/julian-savea,,Hurricanes (2010 - 2018) -> Rugby Club Toulonnais (2018 - 2019) -> Hurricanes (2019 - 2019) -> Rugby Club Toulonnais (2019 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Rugby Club Toulonnais (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Moana Pasifika (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/julian-savea,Hurricanes (2010 - 2018) -> Rugby Club Toulonnais (2018 - 2019) -> Hurricanes (2019 - 2019) -> Rugby Club Toulonnais (2019 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Rugby Club Toulonnais (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Moana Pasifika (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Lalomilo LALOMILO,Lalomilo LALOMILO,CTB,Moana Pasifika,176,105,1999.02.12,,,,,A,0,https://all.rugby/player/lalomilo-lalomilo,,Bay of Plenty Steamers (2017 - 2022) -> Chiefs (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Chiefs (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Moana Pasifika (2023 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/lalomilo-lalomilo,Bay of Plenty Steamers (2017 - 2022) -> Chiefs (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Chiefs (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Moana Pasifika (2023 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Ngani LAUMAPE,Ngani LAUMAPE,CTB,Moana Pasifika,171,104,1993.04.22,,,,,A,0,https://all.rugby/player/ngani-laumape,,Hurricanes (2015 - 2021) -> Stade Français Paris Rugby (2021 - 2022) -> Kobelco Kobe Steelers (2022 - 2024) -> Manawatu Turbos (2024 - 2024) -> Kobelco Kobe Steelers (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Moana Pasifika (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/ngani-laumape,Hurricanes (2015 - 2021) -> Stade Français Paris Rugby (2021 - 2022) -> Kobelco Kobe Steelers (2022 - 2024) -> Manawatu Turbos (2024 - 2024) -> Kobelco Kobe Steelers (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Solomon ALAIMALO,Solomon ALAIMALO,CTB,Moana Pasifika,196,100,1995.12.27,,,,,A,0,https://all.rugby/player/solomona-alaimalo,,Chiefs (2016 - 2020) -> Highlanders (2020 - 2020) -> Southland Stags (2020 - 2020) -> Highlanders (2021 - 2021) -> Southland Stags (2021 - 2021) -> Highlanders (2021 - 2021) -> Southland Stags (2021 - 2021) -> Highlanders (2022 - 2022) -> Southland Stags (2022 - 2022) -> Chiefs (2022 - 2022) -> Canterbury (2022 - 2022) -> Chiefs (2023 - 2023) -> Canterbury (2023 - 2023) -> Wests Tigers (2023 - 2024) -> Moana Pasifika (2024 - 2024) -> Northland Taniwha (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Northland Taniwha (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/solomona-alaimalo,Chiefs (2016 - 2020) -> Highlanders (2020 - 2020) -> Southland Stags (2020 - 2020) -> Highlanders (2021 - 2021) -> Southland Stags (2021 - 2021) -> Highlanders (2021 - 2021) -> Southland Stags (2021 - 2021) -> Highlanders (2022 - 2022) -> Southland Stags (2022 - 2022) -> Chiefs (2022 - 2022) -> Canterbury (2022 - 2022) -> Chiefs (2023 - 2023) -> Canterbury (2023 - 2023) -> Wests Tigers (2023 - 2024) -> Moana Pasifika (2024 - 2024) -> Northland Taniwha (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Northland Taniwha (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Tevita LATU,Tevita LATU,CTB,Moana Pasifika,183,108,1998.12.15,,,,,A,0,https://all.rugby/player/tevita-latu,,Southland Stags (2019 - 2023) -> Northland Taniwha (2023 - 2024) -> Canterbury (2024 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/tevita-latu,Southland Stags (2019 - 2023) -> Northland Taniwha (2023 - 2024) -> Canterbury (2024 - 2025) -> Moana Pasifika (2025 - 2026)
Denzel SAMOA,Denzel SAMOA,Winger,Moana Pasifika,185,91,2003.12.14,,,,,A,0,https://all.rugby/player/denzel-samoa,,Moana Pasifika (2025 - 2026),,,https://all.rugby/player/denzel-samoa,Moana Pasifika (2025 - 2026)
Glen VAIHU,Glen VAIHU,Winger,Moana Pasifika,183,94,2001.10.08,,,,,A,0,https://all.rugby/player/glen-vaihu,,Melbourne Rebels (2019 - 2024) -> AZ-COM Maruwa Momotaro's (2024 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/glen-vaihu,Melbourne Rebels (2019 - 2024) -> AZ-COM Maruwa Momotaro's (2024 - 2025) -> Moana Pasifika (2025 - 2026)
Israel LEOTA,Israel LEOTA,Winger,Moana Pasifika,190,101,2005..,,,,,A,0,https://all.rugby/player/israel-leota,,Brisbane Broncos (2024 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/israel-leota,Brisbane Broncos (2024 - 2025) -> Moana Pasifika (2025 - 2026)
Tevita OFA,Tevita OFA,Winger,Moana Pasifika,186,90,2002.01.18,,,,,A,0,https://all.rugby/player/tevita-ofa,,Counties Manukau Steelers (2021 - 2024) -> Moana Pasifika (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/tevita-ofa,Counties Manukau Steelers (2021 - 2024) -> Moana Pasifika (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Tuna TUITAMA,Tuna TUITAMA,Winger,Moana Pasifika,187,95,2000.02.25,,,,,A,0,https://all.rugby/player/tuna-tuitama-,,Samoa 7's (2023 - 2024) -> Moana Pasifika (2024 - 2026),,,https://all.rugby/player/tuna-tuitama-,Samoa 7's (2023 - 2024) -> Moana Pasifika (2024 - 2026)
Simon-Peter TOLEAFOA,Simon-Peter TOLEAFOA,FB,Moana Pasifika,183,90,1998.10.26,,,,,A,0,https://all.rugby/player/simon-peter-toleafoa,,Counties Manukau Steelers (2023 - 2024) -> New England Free Jacks (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> New England Free Jacks (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Moana Pasifika (2025 - 2026),Samoa,Samoa,https://all.rugby/player/simon-peter-toleafoa,Counties Manukau Steelers (2023 - 2024) -> New England Free Jacks (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> New England Free Jacks (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Willy HAVILI,Willy HAVILI,FB,Moana Pasifika,187,84,1998.09.09,,,,,A,0,https://all.rugby/player/willy-havili,,Tasman Mako (2017 - 2021) -> Moana Pasifika (2021 - 2021) -> Tasman Mako (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Tasman Mako (2022 - 2022) -> Moana Pasifika (2022 - 2023) -> Tasman Mako (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Tasman Mako (2025 - 2025) -> Moana Pasifika (2025 - 2026),,,https://all.rugby/player/willy-havili,Tasman Mako (2017 - 2021) -> Moana Pasifika (2021 - 2021) -> Tasman Mako (2021 - 2021) -> Moana Pasifika (2022 - 2022) -> Tasman Mako (2022 - 2022) -> Moana Pasifika (2022 - 2023) -> Tasman Mako (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Tasman Mako (2025 - 2025) -> Moana Pasifika (2025 - 2026)
Finlay BREWIS,Finlay BREWIS,PR,Crusaders,188,124,2000.02.10,,,,,A,0,https://all.rugby/player/finlay-brewis,,Canterbury (2019 - 2021) -> Crusaders (2021 - 2021) -> Canterbury (2021 - 2021) -> Crusaders (2022 - 2022) -> Canterbury (2022 - 2022) -> Crusaders (2022 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Crusaders (2025 - 2025) -> Canterbury (2025 - 2025) -> Crusaders (2025 - 2026),,,https://all.rugby/player/finlay-brewis,Canterbury (2019 - 2021) -> Crusaders (2021 - 2021) -> Canterbury (2021 - 2021) -> Crusaders (2022 - 2022) -> Canterbury (2022 - 2022) -> Crusaders (2022 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Crusaders (2025 - 2025) -> Canterbury (2025 - 2025) -> Crusaders (2025 - 2026)
Fletcher NEWELL,Fletcher NEWELL,PR,Crusaders,186,119,2000.03.01,,,,,A,0,https://all.rugby/player/fletcher-newell,,Crusaders (2019 - 2019) -> Canterbury (2019 - 2019) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2021 - 2021) -> Canterbury (2021 - 2021) -> Crusaders (2021 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Crusaders (2024 - 2026),New Zealand,New Zealand,https://all.rugby/player/fletcher-newell,Crusaders (2019 - 2019) -> Canterbury (2019 - 2019) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2020 - 2020) -> Canterbury (2020 - 2020) -> Crusaders (2021 - 2021) -> Canterbury (2021 - 2021) -> Crusaders (2021 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2024) -> Crusaders (2024 - 2026)
George BOWER,George BOWER,PR,Crusaders,186,120,1992.05.28,,,,,A,0,https://all.rugby/player/george-bower,,Crusaders (2018 - 2019) -> Otago (2019 - 2019) -> Crusaders (2020 - 2020) -> Otago (2020 - 2020) -> Crusaders (2020 - 2023) -> Otago (2023 - 2023) -> Crusaders (2024 - 2024) -> Otago (2024 - 2024) -> Crusaders (2024 - 2024) -> Otago (2024 - 2024) -> Crusaders (2025 - 2025) -> Otago (2025 - 2025) -> Crusaders (2025 - 2026),,,https://all.rugby/player/george-bower,Crusaders (2018 - 2019) -> Otago (2019 - 2019) -> Crusaders (2020 - 2020) -> Otago (2020 - 2020) -> Crusaders (2020 - 2023) -> Otago (2023 - 2023) -> Crusaders (2024 - 2024) -> Otago (2024 - 2024) -> Crusaders (2024 - 2024) -> Otago (2024 - 2024) -> Crusaders (2025 - 2025) -> Otago (2025 - 2025) -> Crusaders (2025 - 2026)
