英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,URL,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Liam MCCONNELL,Liam MCCONNELL,Back row,Edimbourg,194,106,2004..,,,,,A,https://all.rugby/player/liam-mcconnell,Boroughmuir RFC (2021 - 2022) -> Edimbourg Rugby (2022 - 2026),,,https://all.rugby/player/liam-mcconnell,Boroughmuir RFC (2021 - 2022) -> Edimbourg Rugby (2022 - 2026)
Luke CROSBIE,Luke CROSBIE,Back row,Edimbourg,196,112,1997.04.22,,,,,A,https://all.rugby/player/luke-crosbie,Edimbourg Rugby (2017 - 2026),Scotland,Scotland,https://all.rugby/player/luke-crosbie,Edimbourg Rugby (2017 - 2026)
Magnus BRADBURY,Magnus BRADBURY,Back row,Edimbourg,191,116,1995.08.23,,,,,A,https://all.rugby/player/magnus-bradbury,Edimbourg Rugby (2014 - 2022) -> Bristol Bears (2022 - 2024) -> Edimbourg Rugby (2024 - 2026),Scotland,Scotland,https://all.rugby/player/magnus-bradbury,Edimbourg Rugby (2014 - 2022) -> Bristol Bears (2022 - 2024) -> Edimbourg Rugby (2024 - 2026)
Sam SKINNER,Sam SKINNER,Back row,Edimbourg,196,115,1995.01.31,,,,,A,https://all.rugby/player/sam-skinner,Exeter Chiefs (2014 - 2022) -> Edimbourg Rugby (2022 - 2026),England,England,https://all.rugby/player/sam-skinner,Exeter Chiefs (2014 - 2022) -> Edimbourg Rugby (2022 - 2026)
Tom CURRIE,Tom CURRIE,Back row,Edimbourg,190,106,2004..,,,,,A,https://all.rugby/player/tom-currie,Edimbourg Rugby (2023 - 2024) -> Doncaster Knights (2024 - 2024) -> Edimbourg Rugby (2025 - 2025) -> Doncaster Knights (2025 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/tom-currie,Edimbourg Rugby (2023 - 2024) -> Doncaster Knights (2024 - 2024) -> Edimbourg Rugby (2025 - 2025) -> Doncaster Knights (2025 - 2025) -> Edimbourg Rugby (2025 - 2026)
Tom DODD,Tom DODD,Back row,Edimbourg,191,109,1997.10.28,,,,,A,https://all.rugby/player/tom-dodd,Worcester Warriors (2017 - 2022) -> Coventry Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Coventry Rugby (2023 - 2023) -> Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/tom-dodd,Worcester Warriors (2017 - 2022) -> Coventry Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Coventry Rugby (2023 - 2023) -> Edimbourg Rugby (2023 - 2026)
Ben VELLACOTT,Ben VELLACOTT,SH,Edimbourg,167,80,1995.03.28,,,,,A,https://all.rugby/player/ben-vellacott,Gloucester Rugby (2016 - 2019) -> Wasps (2019 - 2021) -> Edimbourg Rugby (2021 - 2026),England,England,https://all.rugby/player/ben-vellacott,Gloucester Rugby (2016 - 2019) -> Wasps (2019 - 2021) -> Edimbourg Rugby (2021 - 2026)
Charlie SHIEL,Charlie SHIEL,SH,Edimbourg,178,83,1997.12.03,,,,,A,https://all.rugby/player/charlie-shiel,Edimbourg Rugby (2017 - 2026),,,https://all.rugby/player/charlie-shiel,Edimbourg Rugby (2017 - 2026)
Conor MCALPINE,Conor MCALPINE,SH,Edimbourg,174,82,2004..,,,,,A,https://all.rugby/player/conor-mcalpine,Watsonian Rugby Club (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/conor-mcalpine,Watsonian Rugby Club (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Ben HEALY,Ben HEALY,SO,Edimbourg,191,100,1999.06.29,,,,,A,https://all.rugby/player/ben-healy,Munster Rugby (2019 - 2023) -> Edimbourg Rugby (2023 - 2026),Ireland,Ireland,https://all.rugby/player/ben-healy,Munster Rugby (2019 - 2023) -> Edimbourg Rugby (2023 - 2026)
Cammy SCOTT,Cammy SCOTT,SO,Edimbourg,181,83,2001.09.08,,,,,A,https://all.rugby/player/cameron-scott,Boroughmuir RFC (2020 - 2021) -> Southern Knights (2021 - 2022) -> London Scottish (2022 - 2022) -> Edimbourg Rugby (2022 - 2022) -> London Scottish (2023 - 2023) -> Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/cameron-scott,Boroughmuir RFC (2020 - 2021) -> Southern Knights (2021 - 2022) -> London Scottish (2022 - 2022) -> Edimbourg Rugby (2022 - 2022) -> London Scottish (2023 - 2023) -> Edimbourg Rugby (2023 - 2026)
James LANG,James LANG,SO,Edimbourg,183,95,1995.04.04,,,,,A,https://all.rugby/player/james-lang,Harlequins (2016 - 2021) -> Edimbourg Rugby (2021 - 2026),England,England,https://all.rugby/player/james-lang,Harlequins (2016 - 2021) -> Edimbourg Rugby (2021 - 2026)
Ross THOMPSON,Ross THOMPSON,SO,Edimbourg,183,86,1999.04.10,,,,,A,https://all.rugby/player/ross-thompson,Glasgow Warriors (2020 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/ross-thompson,Glasgow Warriors (2020 - 2024) -> Edimbourg Rugby (2024 - 2026)
Charlie MCCAIG,Charlie MCCAIG,CTB,Edimbourg,191,94,2003.01.24,,,,,A,https://all.rugby/player/charlie-mccaig,Exeter Chiefs (2022 - 2024) -> Cornish Pirates (2024 - 2024) -> Exeter Chiefs (2025 - 2025) -> Cornish Pirates (2025 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/charlie-mccaig,Exeter Chiefs (2022 - 2024) -> Cornish Pirates (2024 - 2024) -> Exeter Chiefs (2025 - 2025) -> Cornish Pirates (2025 - 2025) -> Edimbourg Rugby (2025 - 2026)
Kienan HIGGINS,Kienan HIGGINS,CTB,Edimbourg,189,97,2000.01.25,,,,,A,https://all.rugby/player/kienan-higgins,Hawke's Bay Magpies (2020 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/kienan-higgins,Hawke's Bay Magpies (2020 - 2025) -> Edimbourg Rugby (2025 - 2026)
Matt CURRIE,Matt CURRIE,CTB,Edimbourg,191,95,2001.02.22,,,,,A,https://all.rugby/player/matthew-currie,Edimbourg Rugby (2020 - 2026),Scotland,Scotland,https://all.rugby/player/matthew-currie,Edimbourg Rugby (2020 - 2026)
Mosese TUIPULOTU,Mosese TUIPULOTU,CTB,Edimbourg,182,102,2001.05.05,,,,,A,https://all.rugby/player/mosese-tuipulotu,Eastern Suburbs RFC (2020 - 2022) -> New South Wales Waratahs (2022 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/mosese-tuipulotu,Eastern Suburbs RFC (2020 - 2022) -> New South Wales Waratahs (2022 - 2024) -> Edimbourg Rugby (2024 - 2026)
Piers O'CONOR,Piers O'CONOR,CTB,Edimbourg,188,102,1995.08.28,,,,,A,https://all.rugby/player/piers-o-conor,Wasps (2016 - 2017) -> Bristol Bears (2018 - 2024) -> Connacht Rugby (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/piers-o-conor,Wasps (2016 - 2017) -> Bristol Bears (2018 - 2024) -> Connacht Rugby (2024 - 2025) -> Edimbourg Rugby (2025 - 2026)
Wes GOOSEN,Wes GOOSEN,CTB,Edimbourg,180,92,1995.10.20,,,,,A,https://all.rugby/player/wes-goosen,Hurricanes (2015 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2022) -> Edimbourg Rugby (2022 - 2026),,,https://all.rugby/player/wes-goosen,Hurricanes (2015 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2022) -> Edimbourg Rugby (2022 - 2026)
Darcy GRAHAM,Darcy GRAHAM,Winger,Edimbourg,177,85,1997.06.21,,,,,A,https://all.rugby/player/darcy-graham,Edimbourg Rugby (2017 - 2026),Scotland,Scotland,https://all.rugby/player/darcy-graham,Edimbourg Rugby (2017 - 2026)
Duhan VAN DER MERWE,Duhan VAN DER MERWE,Winger,Edimbourg,193,106,1995.06.04,,,,,A,https://all.rugby/player/duhan-van-der-merwe,Bulls (2015 - 2016) -> Montpellier Hérault Rugby (2016 - 2017) -> Edimbourg Rugby (2017 - 2021) -> Worcester Warriors (2021 - 2022) -> Edimbourg Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Edimbourg Rugby (2023 - 2026),South Africa,South Africa,https://all.rugby/player/duhan-van-der-merwe,Bulls (2015 - 2016) -> Montpellier Hérault Rugby (2016 - 2017) -> Edimbourg Rugby (2017 - 2021) -> Worcester Warriors (2021 - 2022) -> Edimbourg Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Edimbourg Rugby (2023 - 2026)
Malelili SATALA,Malelili SATALA,Winger,Edimbourg,184,90,2004..,,,,,A,https://all.rugby/player/malelili-satala,Leicester Tigers (2023 - 2024) -> Nottingham Rugby (2024 - 2024) -> Leicester Tigers (2025 - 2025) -> Nottingham Rugby (2025 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/malelili-satala,Leicester Tigers (2023 - 2024) -> Nottingham Rugby (2024 - 2024) -> Leicester Tigers (2025 - 2025) -> Nottingham Rugby (2025 - 2025) -> Edimbourg Rugby (2025 - 2026)
Ross MCCANN,Ross MCCANN,Winger,Edimbourg,181,91,1997.10.30,,,,,A,https://all.rugby/player/ross-mccann-,Grande-Bretagne 7's (2022 - 2023) -> Edimbourg Rugby (2023 - 2023) -> Grande-Bretagne 7's (2023 - 2023) -> Edimbourg Rugby (2024 - 2024) -> Grande-Bretagne 7's (2024 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/ross-mccann-,Grande-Bretagne 7's (2022 - 2023) -> Edimbourg Rugby (2023 - 2023) -> Grande-Bretagne 7's (2023 - 2023) -> Edimbourg Rugby (2024 - 2024) -> Grande-Bretagne 7's (2024 - 2024) -> Edimbourg Rugby (2024 - 2026)
Harry PATERSON,Harry PATERSON,FB,Edimbourg,191,93,2001.06.28,,,,,A,https://all.rugby/player/harry-paterson,Edimbourg Rugby (2020 - 2026),,,https://all.rugby/player/harry-paterson,Edimbourg Rugby (2020 - 2026)
Jack BROWN,Jack BROWN,FB,Edimbourg,188,94,2005..,,,,,A,https://all.rugby/player/jack-brown,Watsonian Rugby Club (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/jack-brown,Watsonian Rugby Club (2022 - 2023) -> Edimbourg Rugby (2023 - 2026)
Matt DAVIDSON,Matt DAVIDSON,FB,Edimbourg,190,87,1999.11.06,,,,,A,https://all.rugby/player/matt-davidson,Grande-Bretagne 7's (2022 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/matt-davidson,Grande-Bretagne 7's (2022 - 2025) -> Edimbourg Rugby (2025 - 2026)
Ben WHITE,Ben WHITE,PR,Edimbourg,182,110,2005..,,,,,A,https://all.rugby/player/ben-white-,Melrose RFC (2023 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/ben-white-,Melrose RFC (2023 - 2025) -> Edimbourg Rugby (2025 - 2026)
Jamie STEWART,Jamie STEWART,PR,Edimbourg,194,130,2006..,,,,,A,https://all.rugby/player/jamie-stewart,Exeter Chiefs (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/jamie-stewart,Exeter Chiefs (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Ollie BLYTH-LAFFERTY,Ollie BLYTH-LAFFERTY,PR,Edimbourg,193,136,2006..,,,,,A,https://all.rugby/player/ollie-blyth-lafferty,Boroughmuir RFC (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/ollie-blyth-lafferty,Boroughmuir RFC (2022 - 2023) -> Edimbourg Rugby (2023 - 2026)
Jack UTTERSON,Jack UTTERSON,HO,Edimbourg,,,2007..,,,,,A,https://all.rugby/player/jack-utterson,Kelso RFC (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/jack-utterson,Kelso RFC (2024 - 2025) -> Edimbourg Rugby (2025 - 2026)
Jerry BLYTH-LAFFERTY,Jerry BLYTH-LAFFERTY,HO,Edimbourg,178,99,2004.02.06,,,,,A,https://all.rugby/player/jerry-blyth-lafferty,Boroughmuir RFC (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/jerry-blyth-lafferty,Boroughmuir RFC (2022 - 2023) -> Edimbourg Rugby (2023 - 2026)
Christian LINDSAY,Christian LINDSAY,LO,Edimbourg,200,121,2007..,,,,,A,https://all.rugby/player/christian-lindsay,Loretto High School (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/christian-lindsay,Loretto High School (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Euan MCVIE,Euan MCVIE,LO,Edimbourg,197,118,2004..,,,,,A,https://all.rugby/player/euan-mcvie,Edinburgh Accies (2022 - 2023) -> Edimbourg Rugby (2023 - 2024) -> Doncaster Knights (2024 - 2024) -> Edimbourg Rugby (2025 - 2025) -> Doncaster Knights (2025 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/euan-mcvie,Edinburgh Accies (2022 - 2023) -> Edimbourg Rugby (2023 - 2024) -> Doncaster Knights (2024 - 2024) -> Edimbourg Rugby (2025 - 2025) -> Doncaster Knights (2025 - 2025) -> Edimbourg Rugby (2025 - 2026)
Mac RUTHERFORD,Mac RUTHERFORD,LO,Edimbourg,,,,,,,,A,https://all.rugby/player/mac-rutherford,Gala Rugby (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/mac-rutherford,Gala Rugby (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Sam BYRD,Sam BYRD,LO,Edimbourg,198,113,2006..,,,,,A,https://all.rugby/player/sam-byrd,Leicester Tigers (2023 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/sam-byrd,Leicester Tigers (2023 - 2025) -> Edimbourg Rugby (2025 - 2026)
Ollie DUNCAN,Ollie DUNCAN,Back row,Edimbourg,191,106,2005..,,,,,A,https://all.rugby/player/ollie-duncan,Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/ollie-duncan,Edimbourg Rugby (2023 - 2026)
Hamish MACARTHUR,Hamish MACARTHUR,SH,Edimbourg,,,,,,,,A,https://all.rugby/player/hamish-macarthur,Merchiston Castle School (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/hamish-macarthur,Merchiston Castle School (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Hector PATTERSON,Hector PATTERSON,SH,Edimbourg,182,87,2005..,,,,,A,https://all.rugby/player/hector-patterson,Watsonian Rugby Club (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/hector-patterson,Watsonian Rugby Club (2022 - 2023) -> Edimbourg Rugby (2023 - 2026)
Isaac COATES,Isaac COATES,SO,Edimbourg,175,84,2005..,,,,,A,https://all.rugby/player/isaac-coates,Edimbourg Rugby (2023 - 2026),,,https://all.rugby/player/isaac-coates,Edimbourg Rugby (2023 - 2026)
Ross WOLFENDEN,Ross WOLFENDEN,SO,Edimbourg,194,102,2006..,,,,,A,https://all.rugby/player/ross-wolfenden,Peebles RFC (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/ross-wolfenden,Peebles RFC (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Findlay THOMSON,Findlay THOMSON,CTB,Edimbourg,190,97,2004..,,,,,A,https://all.rugby/player/findlay-thomson,Watsonian Rugby Club (2022 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/findlay-thomson,Watsonian Rugby Club (2022 - 2024) -> Edimbourg Rugby (2024 - 2026)
Henry KESTERTON,Henry KESTERTON,CTB,Edimbourg,,,,,,,,A,https://all.rugby/player/henry-kesterton,Heriot's Rugby Club (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/henry-kesterton,Heriot's Rugby Club (2024 - 2025) -> Edimbourg Rugby (2025 - 2026)
Sam LEWENI,Sam LEWENI,CTB,Edimbourg,,,,,,,,A,https://all.rugby/player/sam-leweni,Watsonian Rugby Club (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/sam-leweni,Watsonian Rugby Club (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Lewis WELLS,Lewis WELLS,Winger,Edimbourg,,,2002.11.20,,,,,A,https://all.rugby/player/lewis-wells,Linlithgow RFC (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/lewis-wells,Linlithgow RFC (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Nairn MONCRIEFF,Nairn MONCRIEFF,Winger,Edimbourg,178,89,2006..,,,,,A,https://all.rugby/player/nairn-moncrieff,Gala Rugby (2023 - 2024) -> Edimbourg Rugby (2024 - 2026),,,https://all.rugby/player/nairn-moncrieff,Gala Rugby (2023 - 2024) -> Edimbourg Rugby (2024 - 2026)
Ross MCKNIGHT,Ross MCKNIGHT,Winger,Edimbourg,195,108,2002.04.03,,,,,A,https://all.rugby/player/ross-mcknight,Stirling County RFC (2020 - 2021) -> Glasgow Warriors (2021 - 2023) -> Stirling Wolves (2023 - 2024) -> Stirling County RFC (2024 - 2024) -> Edimbourg Rugby (2024 - 2024) -> Stirling County RFC (2025 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/ross-mcknight,Stirling County RFC (2020 - 2021) -> Glasgow Warriors (2021 - 2023) -> Stirling Wolves (2023 - 2024) -> Stirling County RFC (2024 - 2024) -> Edimbourg Rugby (2024 - 2024) -> Stirling County RFC (2025 - 2025) -> Edimbourg Rugby (2025 - 2026)
Finlay DOYLE,Finlay DOYLE,FB,Edimbourg,191,101,2004..,,,,,A,https://all.rugby/player/finlay-doyle,Loughborough University (2023 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/finlay-doyle,Loughborough University (2023 - 2025) -> Edimbourg Rugby (2025 - 2026)
Henry WIDDOWSON,Henry WIDDOWSON,FB,Edimbourg,188,90,2007..,,,,,A,https://all.rugby/player/henry-widdowson,Merchiston Castle School (2024 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/henry-widdowson,Merchiston Castle School (2024 - 2025) -> Edimbourg Rugby (2025 - 2026)
Rory MCHAFFIE,Rory MCHAFFIE,FB,Edimbourg,185,96,2007..,,,,,A,https://all.rugby/player/rory-mchaffie,Peebles RFC (2023 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/rory-mchaffie,Peebles RFC (2023 - 2025) -> Edimbourg Rugby (2025 - 2026)
Denis BUCKLEY,Denis BUCKLEY,PR,Connacht,177,110,1990.08.09,,,,,A,https://all.rugby/player/denis-buckley,Connacht Rugby (2013 - 2026),,,https://all.rugby/player/denis-buckley,Connacht Rugby (2013 - 2026)
Finlay BEALHAM,Finlay BEALHAM,PR,Connacht,189,123,1991.10.09,,,,,A,https://all.rugby/player/finlay-bealham,Connacht Rugby (2013 - 2026),Australia,Australia,https://all.rugby/player/finlay-bealham,Connacht Rugby (2013 - 2026)
Jack AUNGIER,Jack AUNGIER,PR,Connacht,188,120,1998.11.20,,,,,A,https://all.rugby/player/jack-aungier,Leinster Rugby (2017 - 2019) -> Connacht Rugby (2019 - 2019) -> Leinster Rugby (2020 - 2020) -> Connacht Rugby (2020 - 2026),Ireland,Ireland,https://all.rugby/player/jack-aungier,Leinster Rugby (2017 - 2019) -> Connacht Rugby (2019 - 2019) -> Leinster Rugby (2020 - 2020) -> Connacht Rugby (2020 - 2026)
Jordan DUGGAN,Jordan DUGGAN,PR,Connacht,185,114,1998.01.07,,,,,A,https://all.rugby/player/jordan-duggan,Connacht Rugby (2019 - 2026),,,https://all.rugby/player/jordan-duggan,Connacht Rugby (2019 - 2026)
Peter DOOLEY,Peter DOOLEY,PR,Connacht,183,116,1994.08.04,,,,,A,https://all.rugby/player/peter-dooley,Leinster Rugby (2014 - 2022) -> Connacht Rugby (2022 - 2026),,,https://all.rugby/player/peter-dooley,Leinster Rugby (2014 - 2022) -> Connacht Rugby (2022 - 2026)
Sam ILLO,Sam ILLO,PR,Connacht,185,121,2001.02.16,,,,,A,https://all.rugby/player/sam-illo,Leinster Rugby (2020 - 2021) -> Connacht Rugby (2021 - 2026),,,https://all.rugby/player/sam-illo,Leinster Rugby (2020 - 2021) -> Connacht Rugby (2021 - 2026)
Temi LASISI,Temi LASISI,PR,Connacht,183,125,2001.05.09,,,,,A,https://all.rugby/player/temi-lasisi,Leinster Rugby (2020 - 2024) -> Connacht Rugby (2024 - 2026),,,https://all.rugby/player/temi-lasisi,Leinster Rugby (2020 - 2024) -> Connacht Rugby (2024 - 2026)
Dave HEFFERNAN,Dave HEFFERNAN,HO,Connacht,187,111,1991.01.31,,,,,A,https://all.rugby/player/david-heffernan,Connacht Rugby (2013 - 2026),Ireland,Ireland,https://all.rugby/player/david-heffernan,Connacht Rugby (2013 - 2026)
Dylan TIERNEY-MARTIN,Dylan TIERNEY-MARTIN,HO,Connacht,182,101,1999.06.20,,,,,A,https://all.rugby/player/dylan-tierney-martin,Connacht Rugby (2020 - 2026),,,https://all.rugby/player/dylan-tierney-martin,Connacht Rugby (2020 - 2026)
Eoin DE BUITLÉAR,Eoin DE BUITLÉAR,HO,Connacht,175,104,2001.11.09,,,,,A,https://all.rugby/player/eoin-de-buitlear,Connacht Rugby (2020 - 2026),,,https://all.rugby/player/eoin-de-buitlear,Connacht Rugby (2020 - 2026)
Darragh MURRAY,Darragh MURRAY,LO,Connacht,200,115,2001.07.04,,,,,A,https://all.rugby/player/darragh-murray,Connacht Rugby (2020 - 2026),,,https://all.rugby/player/darragh-murray,Connacht Rugby (2020 - 2026)
David O'CONNOR,David O'CONNOR,LO,Connacht,193,110,1995.05.19,,,,,A,https://all.rugby/player/david-o-connor,Ulster Rugby (2019 - 2022) -> Ealing Trailfinders (2022 - 2024) -> Connacht Rugby (2024 - 2026),,,https://all.rugby/player/david-o-connor,Ulster Rugby (2019 - 2022) -> Ealing Trailfinders (2022 - 2024) -> Connacht Rugby (2024 - 2026)
Joe JOYCE,Joe JOYCE,LO,Connacht,196,119,1994.02.07,,,,,A,https://all.rugby/player/joe-joyce,Bristol Bears (2016 - 2023) -> Connacht Rugby (2023 - 2026),,,https://all.rugby/player/joe-joyce,Bristol Bears (2016 - 2023) -> Connacht Rugby (2023 - 2026)
Josh MURPHY,Josh MURPHY,LO,Connacht,198,110,1995.02.17,,,,,A,https://all.rugby/player/josh-murphy,Leinster Rugby (2017 - 2022) -> Connacht Rugby (2022 - 2023) -> sans club (2023 - 2024) -> Connacht Rugby (2024 - 2026),,,https://all.rugby/player/josh-murphy,Leinster Rugby (2017 - 2022) -> Connacht Rugby (2022 - 2023) -> sans club (2023 - 2024) -> Connacht Rugby (2024 - 2026)
Niall MURRAY,Niall MURRAY,LO,Connacht,200,111,1999.10.13,,,,,A,https://all.rugby/player/niall-murray,Connacht Rugby (2018 - 2026),,,https://all.rugby/player/niall-murray,Connacht Rugby (2018 - 2026)
Oisín DOWLING,Oisín DOWLING,LO,Connacht,196,112,1997.06.23,,,,,A,https://all.rugby/player/oisin-dowling,Leinster Rugby (2018 - 2020) -> Connacht Rugby (2020 - 2026),,,https://all.rugby/player/oisin-dowling,Leinster Rugby (2018 - 2020) -> Connacht Rugby (2020 - 2026)
Cian PRENDERGAST,Cian PRENDERGAST,Back row,Connacht,196,115,2000.02.23,,,,,A,https://all.rugby/player/cian-prendergast,Leinster Rugby (2019 - 2020) -> Connacht Rugby (2020 - 2026),Ireland,Ireland,https://all.rugby/player/cian-prendergast,Leinster Rugby (2019 - 2020) -> Connacht Rugby (2020 - 2026)
Oisín MCCORMACK,Oisín MCCORMACK,Back row,Connacht,183,102,2001.02.21,,,,,A,https://all.rugby/player/oisin-mccormack,Connacht Rugby (2020 - 2025) -> Harlequins (2025 - 2025) -> Connacht Rugby (2026 - 2026) -> Harlequins (2026 - 2026),,,https://all.rugby/player/oisin-mccormack,Connacht Rugby (2020 - 2025) -> Harlequins (2025 - 2025) -> Connacht Rugby (2026 - 2026) -> Harlequins (2026 - 2026)
Paul BOYLE,Paul BOYLE,Back row,Connacht,189,112,1997.01.14,,,,,A,https://all.rugby/player/paul-boyle,Connacht Rugby (2017 - 2026),,,https://all.rugby/player/paul-boyle,Connacht Rugby (2017 - 2026)
Seán F. O'BRIEN,Seán F. O'BRIEN,Back row,Connacht,193,105,2000.07.31,,,,,A,https://all.rugby/player/sean-o-brien-2000,Leinster Rugby (2020 - 2020) -> LA Giltinis (2020 - 2020) -> Leinster Rugby (2021 - 2021) -> LA Giltinis (2021 - 2021) -> Leinster Rugby (2021 - 2023) -> Connacht Rugby (2023 - 2026),,,https://all.rugby/player/sean-o-brien-2000,Leinster Rugby (2020 - 2020) -> LA Giltinis (2020 - 2020) -> Leinster Rugby (2021 - 2021) -> LA Giltinis (2021 - 2021) -> Leinster Rugby (2021 - 2023) -> Connacht Rugby (2023 - 2026)
Sean JANSEN,Sean JANSEN,Back row,Connacht,191,118,1999.05.10,,,,,A,https://all.rugby/player/sean-jansen,Otago (2020 - 2021) -> Leicester Tigers (2021 - 2023) -> Connacht Rugby (2023 - 2026),,,https://all.rugby/player/sean-jansen,Otago (2020 - 2021) -> Leicester Tigers (2021 - 2023) -> Connacht Rugby (2023 - 2026)
Shamus HURLEY-LANGTON,Shamus HURLEY-LANGTON,Back row,Connacht,185,108,2000.04.22,,,,,A,https://all.rugby/player/shamus-hurley-langton,Manawatu Turbos (2019 - 2022) -> Connacht Rugby (2022 - 2026),,,https://all.rugby/player/shamus-hurley-langton,Manawatu Turbos (2019 - 2022) -> Connacht Rugby (2022 - 2026)
Ben MURPHY,Ben MURPHY,SH,Connacht,173,80,2001.04.23,,,,,A,https://all.rugby/player/ben-murphy-2001,Leinster Rugby (2020 - 2020) -> Munster Rugby (2020 - 2020) -> Leinster Rugby (2021 - 2021) -> Munster Rugby (2021 - 2021) -> Leinster Rugby (2021 - 2024) -> Connacht Rugby (2024 - 2026),Ireland,Ireland,https://all.rugby/player/ben-murphy-2001,Leinster Rugby (2020 - 2020) -> Munster Rugby (2020 - 2020) -> Leinster Rugby (2021 - 2021) -> Munster Rugby (2021 - 2021) -> Leinster Rugby (2021 - 2024) -> Connacht Rugby (2024 - 2026)
Caolin BLADE,Caolin BLADE,SH,Connacht,170,81,1994.04.29,,,,,A,https://all.rugby/player/caolin-blade,Connacht Rugby (2013 - 2026),Ireland,Ireland,https://all.rugby/player/caolin-blade,Connacht Rugby (2013 - 2026)
Colm REILLY,Colm REILLY,SH,Connacht,178,78,1999.08.09,,,,,A,https://all.rugby/player/colm-reilly,Buccaneers RFC (2019 - 2020) -> Connacht Rugby (2020 - 2026),,,https://all.rugby/player/colm-reilly,Buccaneers RFC (2019 - 2020) -> Connacht Rugby (2020 - 2026)
Matt DEVINE,Matt DEVINE,SH,Connacht,180,84,2002.02.19,,,,,A,https://all.rugby/player/matt-devine,Connacht Rugby (2021 - 2026),,,https://all.rugby/player/matt-devine,Connacht Rugby (2021 - 2026)
